Col0,Col1,Col2,Col3,Col4,Col5,Col6
-1.914-0.39835i,-2.3951+1.6875i,-4.1982+4.8177i,1.9669-1.9251i,2.0903-2.7547i,-4.207+4.8771i,2.4181-2.4719i,1.6156-2.2281i
3.771+1.8773i,-0.38614+3.9819i,0.42726-0.39277i,-0.98325+3.3619i,0.62645-3.21i,0.31192+0.078131i,-0.96071+3.1263i,0.71764-3.4284i
-6.6439-0.86382i,4.2449+0.015912i,1.7904+6.1702i,-3.3852-2.0604i,1.8374-3.9622i,1.4162+6.3065i,-3.3551-2.7962i,2.1793-3.3099i
6.4113-1.5237i,4.9492-2.4416i,-4.2763+3.3591i,2.3361-0.83134i,1.7729-2.4682i,-4.2359+3.4764i,2.7666-1.2573i,1.2711-2.129i
-4.9738+3.1319i,-0.36615-4.7646i,1.3741+0.083769i,-1.9113+2.9454i,0.67409-3.2402i,1.1889+0.52699i,-1.9481+2.6754i,0.89886-3.3941i
1.8423-2.523i,-2.494-4.0462i,0.62438+6.3608i,-2.3806-2.6261i,1.9268-3.5466i,0.31573+6.4268i,-2.2652-3.3407i,2.1118-2.8468i
-1.0375+0.090238i,-2.3527+1.4679i,-3.9903+2.0467i,2.3352+0.22082i,1.4878-2.2833i,-3.9296+2.2261i,2.7233-0.1023i,1.0111-2.1165i
1.5355+2.3254i,-0.74573+2.6671i,2.0295+0.79904i,-2.6182+2.272i,0.77631-3.2338i,1.7863+1.1935i,-2.6906+1.9547i,1.0971-3.2883i
-4.2365-2.9545i,3.8798+0.34768i,-0.53439+6.2123i,-1.3212-2.8573i,1.9503-3.1502i,-0.7688+6.2333i,-1.1264-3.5297i,1.9759-2.4507i
5.4196+1.5066i,3.8682-1.4972i,-3.4089+0.96249i,2.017+1.1354i,1.2474-2.1792i,-3.3537+1.2i,2.3467+0.89323i,0.8389-2.1572i
-5.4361+0.65033i,0.016901-4.4817i,2.3606+1.646i,-3.0527+1.4359i,0.91086-3.1847i,2.0766+1.977i,-3.1362+1.066i,1.2844-3.1195i
2.9118-1.6389i,-1.4539-3.3835i,-1.5868+5.7547i,-0.30705-2.7694i,1.9158-2.7868i,-1.7461+5.756i,-0.044665-3.3816i,1.7939-2.1321i
-1.1028+0.58788i,-2.4685+1.0963i,-2.618+0.16457i,1.4549+1.839i,1.0589-2.1353i,-2.5896+0.44934i,1.7163+1.6538i,0.75032-2.2216i
0.10802+1.7056i,-0.71901+1.7076i,2.3652+2.5183i,-3.1945+0.5356i,1.0582-3.0923i,2.0605+2.7782i,-3.2663+0.11495i,1.4398-2.9014i
-1.7672-3.4682i,3.4517+0.80363i,-2.4507+5.0434i,0.57513-2.4044i,1.8343-2.4668i,-2.5409+5.0479i,0.88863-2.9428i,1.5886-1.8942i
3.4122+3.3999i,2.9698-1.0457i,-1.7132-0.31649i,0.73522+2.2848i,0.92525-2.1321i,-1.7268-3.0803e-13i,0.92525+2.1321i,0.73522-2.2848i
-4.7223-1.6995i,0.53977-4.1779i,2.07+3.3186i,-3.0529-0.33466i,1.2017-2.9599i,1.7651+3.5067i,-3.0933-0.79802i,1.5498-2.6515i
3.4674-0.14093i,-0.87278-2.7114i,-3.0666+4.1527i,1.2581-1.8252i,1.7184-2.1967i,-3.0996+4.1793i,1.6033-2.2821i,1.3814-1.7338i
-1.6628+0.57003i,-2.5504+0.57716i,-0.79123-0.47847i,-0.050668+2.4543i,0.84553-2.1517i,-0.85544-0.14843i,0.071212+2.3108i,0.77913-2.3279i
-0.35758+0.77843i,-0.48594+1.1137i,1.5259+3.9653i,-2.6635-1.0924i,1.3285-2.7946i,1.2398+4.0872i,-2.6571-1.5855i,1.6077-2.3881i
0.092965-2.8268i,2.8962+1.2298i,-3.4012+3.1678i,1.6985-1.1087i,1.5811-1.9797i,-3.3928+3.2302i,2.0549-1.482i,1.1907-1.642i
1.1044+3.9595i,2.3312-0.9241i,0.057639-0.34609i,-0.81458+2.356i,0.81531-2.1787i,-0.059149-0.021164i,-0.75192+2.2014i,0.86495-2.338i
-3.0668-3.3348i,1.0822-3.7485i,0.80228+4.3981i,-2.0821-1.6732i,1.429-2.605i,0.55069+4.4649i,-2.0192-2.1797i,1.6132-2.1289i
3.1737+1.5386i,-0.64607-2.1605i,-3.4485+2.1771i,1.8786-0.33767i,1.4352-1.8152i,-3.4167+2.283i,2.2263-0.63132i,1.0309-1.6064i
-2.1627-0.075557i,-2.4823-0.010508i,0.75714+0.032695i,-1.4788+2.0228i,0.82758-2.2004i,0.59188+0.3353i,-1.4619+1.8411i,0.97474-2.3083i
-0.09716+0.13588i,-0.21345+0.84983i,-0.020288+4.5818i,-1.3786-2.0345i,1.4976-2.4015i,-0.22638+4.6081i,-1.255-2.5367i,1.5713-1.8896i
1.0241-1.6475i,2.2438+1.5076i,-3.2283+1.2637i,1.8063+0.40703i,1.2926-1.6999i,-3.1915+1.4147i,2.1276+0.18386i,0.91143-1.6117i
-0.83467+3.367i,1.9791-0.96418i,1.2504+0.59217i,-1.9819+1.5069i,0.87345-2.207i,1.0458+0.85829i,-1.9942+1.2872i,1.0913-2.2378i
-0.98412-3.9098i,1.5241-3.1841i,-0.85786+4.5071i,-0.62898-2.1582i,1.5319-2.1943i,-1.0127+4.5097i,-0.44665-2.6386i,1.4913-1.6821i
2.0426+2.8672i,-0.63905-1.815i,-2.7833+0.4988i,1.512+1.0535i,1.163-1.6278i,-2.7583+0.69093i,1.793+0.88736i,0.83686-1.6419i
-2.1672-1.1114i,-2.2282-0.55706i,1.5038+1.2556i,-2.2832+0.87391i,0.94298-2.1922i,1.2726+1.4753i,-2.3068+0.61112i,1.1995-2.1302i
0.43671+0.062549i,-0.032198+0.83025i,-1.6307+4.1903i,0.091614-2.0503i,1.5326-1.9931i,-1.734+4.1862i,0.32568-2.4931i,1.385-1.5145i
1.08-0.53237i,1.5805+1.5766i,-2.1739-0.064287i,1.0449+1.5447i,1.0542-1.5911i,-2.1746+0.16041i,1.2762+1.4192i,0.80692-1.6813i
-1.9696+2.0852i,1.8796-1.0142i,1.5082+1.9427i,-2.3648+0.19568i,1.026-2.1524i,1.2653+2.111i,-2.3819-0.10981i,1.2873-1.9933i
0.92573-3.4181i,1.7808-2.5453i,-2.2704+3.6695i,0.71614-1.7384i,1.503-1.8066i,-2.3268+3.6744i,0.99055-2.1311i,1.2653-1.3906i
0.39906+3.4309i,-0.70725-1.6955i,-1.4714-0.39382i,0.46663+1.8428i,0.97137-1.581i,-1.5076-0.14849i,0.64426+1.7402i,0.81718-1.7164i
-1.5097-2.1085i,-1.8243-0.96299i,1.2787+2.5768i,-2.2315-0.45679i,1.1127-2.0873i,1.0391+2.6937i,-2.2262-0.79936i,1.3466-1.837i
0.78395+0.50889i,-0.01482+0.93494i,-2.7251+3.0002i,1.1912-1.2679i,1.4485-1.6415i,-2.7435+3.027i,1.4916-1.6024i,1.145-1.3098i
0.5938+0.11288i,1.0077+1.4437i,-0.75122-0.48132i,-0.15485+1.9311i,0.91717-1.5882i,-0.82803-0.22915i,-0.029801+1.8337i,0.85997-1.736i
-2.194+0.67867i,1.9468-0.96521i,0.8513+3.0917i,-1.9089-1.0198i,1.1944-1.9988i,0.62894+3.1619i,-1.8684-1.3896i,1.3733-1.6727i
2.18-2.166i,1.8251-1.9281i,-2.9633+2.249i,1.4813-0.69662i,1.3758-1.5024i,-2.9558+2.3067i,1.7917-0.96955i,1.0357-1.2677i
-1.2602+3.0819i,-0.72625-1.7595i,-0.085615-0.34112i,-0.75223+1.8145i,0.89175-1.6034i,-0.20341-0.096207i,-0.67376+1.7065i,0.92545-1.7326i
-0.32723-2.644i,-1.3559-1.1708i,0.27889+3.4371i,-1.4397-1.4427i,1.264-1.891i,0.085164+3.4692i,-1.3552-1.8267i,1.3672-1.5116i
0.65437+1.1766i,-0.16665+1.0393i,-2.9762+1.4867i,1.5711-0.088386i,1.2925-1.392i,-2.9562+1.5801i,1.8755-0.30135i,0.94632-1.2572i
0.0091011+0.17313i,0.6046+1.1734i,0.46262-0.0078227i,-1.2651+1.5177i,0.89308-1.6186i,0.30798+0.2169i,-1.2231+1.3862i,1.0028-1.7024i
-1.7093-0.37782i,2.0676-0.76992i,-0.37493+3.582i,-0.87829-1.6914i,1.3161-1.7694i,-0.53216+3.5876i,-0.74585-2.0752i,1.3315-1.3636i
2.5558-0.64288i,1.691-1.4265i,-2.7764+0.78181i,1.4653+0.49329i,1.2061-1.3104i,-2.7578+0.91105i,1.7493+0.33411i,0.8831-1.2691i
-2.4533+1.9758i,-0.61851-1.9184i,0.84558+0.46794i,-1.645+1.0813i,0.91729-1.6267i,0.66198+0.66198i,-1.6267+0.91729i,1.0813-1.645i
1.0181-2.4715i,-0.92489-1.1809i,-1.0422+3.5169i,-0.28512-1.7513i,1.3477-1.6401i,-1.1592+3.5089i,-0.10549-2.1202i,1.2722-1.2368i
0.019309+1.6777i,-0.43375+1.046i,-2.3963+0.19375i,1.1878+0.99127i,1.1234-1.2561i,-2.3917+0.35478i,1.4397+0.87585i,0.8489-1.2934i
-0.30133-0.1926i,0.40203+0.86351i,1.0339+1.025i,-1.8598+0.55742i,0.95918-1.6224i,0.83192+1.1812i,-1.8507+0.35653i,1.1514-1.5633i
-0.90482-0.83807i,2.1347-0.44541i,-1.6572+3.2534i,0.27957-1.6269i,1.3576-1.5098i,-1.7345+3.245i,0.50113-1.9676i,1.1974-1.1363i
2.1313+0.65708i,1.4587-1.1002i,-1.884-0.23198i,0.77761+1.3599i,1.0507-1.2254i,-1.9036-0.04673i,0.9893+1.2755i,0.8434-1.3201i
-2.878+0.49891i,-0.36754-2.0674i,1.0187+1.5981i,-1.8956+0.0039185i,1.0127-1.6023i,0.81028+1.7132i,-1.8811-0.23365i,1.2056-1.4628i
2.0919-1.6085i,-0.61495-1.0482i,-2.1627+2.8219i,0.76158-1.3411i,1.3466-1.3847i,-2.2047+2.825i,1.016-1.6427i,1.1158-1.0646i
-0.90424+1.7057i,-0.7267+0.90847i,-1.2976-0.46758i,0.28472+1.5689i,0.99247-1.2137i,-1.3483-0.26819i,0.45244+1.5011i,0.86344-1.3405i
-0.16601-0.66099i,0.37456+0.61142i,0.81108+2.1238i,-1.7568-0.52161i,1.0716-1.5648i,0.60842+2.1985i,-1.7236-0.79127i,1.2387-1.3506i
-0.19141-0.72767i,2.0765-0.058591i,-2.5148+2.268i,1.1176-0.93103i,1.3171-1.2702i,-2.5291+2.2923i,1.3932-1.1863i,1.0361-1.021i
1.2208+1.3963i,1.2267-0.95639i,-0.6995-0.50476i,-0.23545+1.6053i,0.95182-1.2155i,-0.78457-0.30264i,-0.11103+1.5398i,0.90356-1.3475i
-2.5009-0.88011i,-0.014194-2.1192i,0.44062+2.5468i,-1.4654-0.96731i,1.1297-1.5102i,0.25467+2.5857i,-1.4027-1.2608i,1.2485-1.2346i
2.5544-0.31964i,-0.46583-0.86146i,-2.6866+1.6472i,1.3191-0.44469i,1.2731-1.1706i,-2.6833+1.6992i,1.6025-0.65032i,0.96596-1.0023i
-1.7605+1.1576i,-0.95299+0.63857i,-0.15031-0.35466i,-0.72767+1.4739i,0.93012-1.2248i,-0.2691-0.16129i,-0.64174+1.3977i,0.95682-1.3365i
0.3455-0.89963i,0.45119+0.48388i,-0.048726+2.8248i,-1.0572-1.2918i,1.1817-1.4404i,-0.20916+2.8355i,-0.95758-1.5982i,1.2353-1.1227i
0.15043-0.28714i,1.8748+0.30175i,-2.67+1.0193i,1.3539+0.064858i,1.2191-1.0888i,-2.6603+1.1019i,1.6319-0.092115i,0.9115-1.0032i
0.23636+1.4834i,1.0793-0.9496i,0.29702-0.045951i,-1.1422+1.1961i,0.92707-1.2359i,0.14875+0.12831i,-1.0865+1.0984i,1.0156-1.3054i
-1.5444-1.774i,0.36357-2.029i,-0.60328+2.9316i,-0.57847-1.4679i,1.2232-1.3586i,-0.73237+2.9238i,-0.43835-1.7747i,1.2021-1.0219i
2.2809+0.98929i,-0.46331-0.71321i,-2.4756+0.44228i,1.2274+0.54472i,1.1603-1.026i,-2.4708+0.55483i,1.4875+0.43145i,0.87663-1.0172i
-2.2055+0.1686i,-1.0477+0.29604i,0.60192+0.37868i,-1.4397+0.80698i,0.94089-1.2435i,0.43135+0.5256i,-1.4031+0.68022i,1.0723-1.2546i
0.97857-0.70768i,0.54064+0.49795i,-1.1653+2.8594i,-0.080082-1.4843i,1.2511-1.2687i,-1.2606+2.844i,0.099893-1.779i,1.1536-0.93748i
0.055541+0.15477i,1.5648+0.55721i,-2.131-0.033074i,0.96039+0.94738i,1.1018-0.98219i,-2.1411+0.10519i,1.1928+0.86946i,0.8629-1.037i
-0.46737+1.0682i,1.0607-0.99983i,0.73957+0.86717i,-1.5939+0.351i,0.96858-1.2433i,0.55596+0.9814i,-1.5644+0.19159i,1.1205-1.1867i
-0.38679-1.9989i,0.68076-1.8051i,-1.6786+2.6184i,0.38712-1.3464i,1.2637-1.1755i,-1.7414+2.6062i,0.60245-1.6174i,1.0958-0.87291i
1.3958+1.9224i,-0.54768-0.66952i,-1.6774-0.36795i,0.58704+1.2351i,1.0483-0.95567i,-1.7105-0.21097i,0.78472+1.1818i,0.86955-1.0555i
-2.044-0.94769i,-0.99319-0.036276i,0.7027+1.3635i,-1.5947-0.12249i,1.0063-1.2323i,0.51633+1.443i,-1.5596-0.31418i,1.155-1.1064i
1.4158-0.09197i,0.56191+0.61954i,-2.0942+2.2354i,0.77755-1.0747i,1.2609-1.0836i,-2.1288+2.236i,1.0204-1.3126i,1.0353-0.82935i
-0.33133+0.32499i,1.2183+0.66601i,-1.1652-0.53875i,0.15056+1.3834i,1.0038-0.94374i,-1.2263-0.372i,0.31036+1.3424i,0.89374-1.0666i
-0.7108+0.45094i,1.1643-1.0205i,0.50158+1.8134i,-1.4474-0.56444i,1.0496-1.2085i,0.32266+1.8595i,-1.3953-0.78428i,1.1727-1.0191i
0.58269-1.6133i,0.87534-1.5015i,-2.3746+1.75i,1.0552-0.7024i,1.2438-0.9973i,-2.3881+1.7712i,1.3154-0.90077i,0.97846-0.80585i
0.21597+2.2308i,-0.63677-0.75075i,-0.64833-0.53885i,-0.30128+1.3826i,0.97119-0.94277i,-0.7395-0.37223i,-0.1787+1.3417i,0.93101-1.0656i
-1.3011-1.8229i,-0.82138-0.28281i,0.16239+2.1693i,-1.1723-0.93097i,1.0939-1.1716i,2.1946e-13+2.1865i,-1.0939-1.1716i,1.1723-0.93097i
1.4146+0.74448i,0.46993+0.7789i,-2.4971+1.2111i,1.1967-0.2714i,1.2147-0.92025i,-2.4984+1.2576i,1.4627-0.42745i,0.93085-0.79952i
-0.74086+0.11287i,0.91591+0.6351i,-0.17934-0.37863i,-0.72106+1.2385i,0.95206-0.94862i,-0.29922-0.22192i,-0.6314+1.1864i,0.97587-1.0495i
-0.52905-0.051174i,1.3386-0.94759i,-0.27596+2.3949i,-0.80178-1.1875i,1.1352-1.1223i,-0.41475+2.3902i,-0.69072-1.4392i,1.155-0.84795i
1.0991-0.86951i,0.92825-1.1958i,-2.4555+0.67089i,1.1933+0.172i,1.1766-0.85522i,-2.4543+0.74449i,1.4535+0.057377i,0.89664-0.80598i
-0.87209+1.889i,-0.65526-0.92842i,0.19596-0.083876i,-1.0665+0.97128i,0.94692-0.957i,0.051691+0.054293i,-1.0023+0.89882i,1.0224-1.0175i
-0.20931-2.1728i,-0.59964-0.40107i,-0.76603+2.4684i,-0.37663-1.3117i,1.1696-1.0627i,-0.87683+2.4506i,-0.22999-1.5635i,1.1233-0.77506i
0.90734+1.4907i,0.26766+0.8972i,-2.2599+0.18017i,1.0512+0.58197i,1.1334-0.80383i,-2.2658+0.27946i,1.2948+0.50434i,0.87829-0.81995i
-0.90532-0.39686i,0.71823+0.51482i,0.44269+0.3073i,-1.3042+0.61263i,0.95499-0.96382i,0.28081+0.42026i,-1.2559+0.51345i,1.0651-0.9705i
-0.12765-0.22906i,1.5086-0.75916i,-1.2569+2.384i,0.058205-1.2957i,1.1945-0.99542i,-1.3383+2.3625i,0.23969-1.5363i,1.0814-0.71605i
1.0985-0.099591i,0.86745-0.96045i,-1.9358-0.21684i,0.79028+0.91767i,1.0889-0.76659i,-1.9572-0.096153i,1.0085+0.86963i,0.87642-0.83579i
-1.5503+1.0857i,-0.55992-1.1387i,0.54+0.74857i,-1.4132+0.20245i,0.97446-0.96552i,0.36891+0.83225i,-1.3698+0.073628i,1.099-0.91116i
0.88253-1.8985i,-0.40506-0.39434i,-1.6992+2.1518i,0.45832-1.1458i,1.208-0.92391i,-1.7529+2.1359i,0.67049-1.3651i,1.0344-0.67305i
0.027853+1.8545i,0.001271+0.91461i,-1.5204-0.48657i,0.44176+1.1472i,1.0469-0.74284i,-1.5637-0.35115i,0.62882+1.1191i,0.88984-0.84819i
-0.67459-0.97186i,0.64596+0.37885i,0.48264+1.1902i,-1.386-0.21551i,1.0027-0.95928i,0.31148+1.2435i,-1.3365-0.37334i,1.1208-0.84342i
0.22229-0.052188i,1.6036-0.47989i,-2.05+1.7967i,0.7843-0.88178i,1.2095-0.85178i,-2.0804+1.7946i,1.02-1.0714i,0.98732-0.64643i
0.71504+0.41465i,0.75538-0.83755i,-1.0587-0.60917i,0.04468+1.2505i,1.0108-0.73089i,-1.1279-0.4672i,0.19793+1.2316i,0.9158-0.85262i
-1.6727+0.13932i,-0.35248-1.3075i,0.28103+1.5842i,-1.2294-0.5981i,1.0364-0.94325i,0.11868+1.6089i,-1.1636-0.78097i,1.1283-0.77201i
1.6377-1.115i,-0.29694-0.30781i,-2.2768+1.3552i,1.0054-0.53433i,1.1993-0.78257i,-2.2907+1.373i,1.2555-0.68878i,0.9452-0.63484i
-0.941+1.6781i,-0.25922+0.81018i,-0.59921-0.57997i,-0.35827+1.2208i,0.98315-0.72827i,-0.69533-0.44031i,-0.238+1.2001i,0.95038-0.84582i
-0.077886-1.3366i,0.67493+0.29716i,-0.040273+1.8888i,-0.96291-0.90713i,1.0722-0.91664i,-0.18609+1.8894i,-0.87275-1.1082i,1.1214-0.70185i
0.30462+0.33765i,1.5823-0.16901i,-2.3605+0.87127i,1.1026-0.14168i,1.1789-0.71944i,-2.366+0.91267i,1.3566-0.25862i,0.91215-0.63551i
0.20387+0.54035i,0.66494-0.82596i,-0.18868-0.40959i,-0.72513+1.0652i,0.96576-0.73191i,-0.30983-0.28082i,-0.63373+1.0329i,0.98897-0.82604i
-1.2992-0.62586i,-0.07615-1.3772i,-0.44541+2.0725i,-0.61689-1.113i,1.1065-0.87967i,-0.5689+2.0557i,-0.49684-1.3234i,1.1013-0.63754i
1.8503-0.10081i,-0.29706-0.21007i,-2.297+0.39218i,1.0699+0.25451i,1.1505-0.66493i,-2.3028+0.45806i,1.3173+0.17405i,0.89107-0.64458i
-1.676+0.99776i,-0.44651+0.60706i,0.13244-0.12241i,-1.0189+0.80331i,0.95943-0.73846i,-0.009313-0.011934i,-0.94945+0.75125i,1.0268-0.79314i
0.68941-1.2899i,0.74727+0.3116i,-0.8911+2.117i,-0.22879-1.1976i,1.1363-0.83354i,-0.98891+2.0909i,-0.076516-1.4071i,1.0709-0.58289i
0.047018+0.70103i,1.4453+0.10313i,-2.097-0.036598i,0.91462+0.6134i,1.1168-0.62075i,-2.1115+0.051833i,1.1459+0.56521i,0.88342-0.65754i
-0.1727+0.32598i,0.65313-0.88411i,0.33376+0.2462i,-1.211+0.46505i,0.96397-0.74457i,0.17792+0.33287i,-1.1546+0.38785i,1.0594-0.74851i
