Col0,Col1,Col2,Col3,Col4,Col5,Col6
-5.0567-29.353i,-31.737+3.8371i,-6.8196+3.7044i,4.0741+0.32441i,2.4537-4.052i,-6.7035+4.0179i,4.7302-0.25384i,1.6344-3.7459i
2.6719+31.818i,-16.379+18.66i,10.853+5.0068i,-10.384+6.8944i,0.27527-12.395i,10.089+6.3889i,-11.087+5.5484i,1.7926-12.335i
-11.578-29.254i,18.201+16.534i,-0.67322+17.212i,-6.5841-8.0637i,7.7291-8.5705i,-1.6988+17.248i,-5.9085-9.9137i,8.0307-6.6242i
10.892+21.715i,21.723+1.5632i,-4.2751+1.0691i,3.1572+2.9695i,0.89172-4.2513i,-4.1128+1.5865i,3.5157+2.5512i,0.34511-4.3205i
-11.324-13.546i,9.0229-22.39i,9.4069+6.73i,-10.105+3.8069i,1.4224-10.81i,8.5809+7.7773i,-10.618+2.4751i,2.7981-10.43i
1.8939+9.4012i,-2.9286-18.434i,-3.1137+13.581i,-2.73-6.9537i,6.0392-6.129i,-3.742+13.522i,-2.0291-8.3618i,5.9165-4.5609i
1.3668-10.655i,-16.408-1.0227i,-1.9652-0.277i,1.7112+4.4815i,0.13143-4.5256i,-1.852+0.36839i,1.8533+4.1308i,-0.13407-4.7952i
-5.3956+14.687i,-8.4647+6.1025i,7.5575+7.9127i,-9.0772+1.1569i,2.1701-9.1525i,6.7516+8.6514i,-9.4055-0.11884i,3.3278-8.5241i
0.31193-17.216i,8.9195+10.215i,-4.5173+10.308i,-0.049219-5.3642i,4.57-4.5598i,-4.8482+10.251i,0.62563-6.4254i,4.1778-3.3649i
1.8081+15.628i,10.614+1.0472i,-0.016079-0.70195i,0.1239+5.0675i,-0.1167-4.7286i,0.0011618-2.852e-05i,0.11546+4.7286i,-0.12489-5.0674i
-5.472-10.766i,7.4114-13.333i,5.6145+8.6418i,-7.6665-0.89884i,2.6013-7.6785i,4.8788+9.1276i,-7.8296-2.1031i,3.5119-6.8738i
1.5034+5.9596i,-0.76742-10.404i,-5.1287+7.463i,1.6229-3.61i,3.3895-3.5943i,-5.2552+7.4619i,2.2423-4.4023i,2.8523-2.7442i
1.3167-4.2779i,-10.596-2.722i,1.5375-0.48713i,-1.3647+4.9608i,-0.075009-4.8292i,1.4451+0.21436i,-1.4736+4.5995i,0.13413-5.1434i
-6.2836+6.2079i,-4.6325+2.6995i,3.6821+8.9371i,-6.0474-2.3597i,2.7986-6.4083i,3.0483+9.2272i,-6.0653-3.4801i,3.4516-5.4978i
4.9205-9.4749i,4.6842+7.4325i,-5.1268+5.0434i,2.4832-1.8815i,2.4656-3.0272i,-5.1255+5.1255i,3.0272-2.4656i,1.8815-2.4832i
-3.414+10.986i,6.4108+0.1403i,2.6703+0.15991i,-2.6067+4.353i,0.12316-4.8248i,2.4747+0.81753i,-2.7752+3.9487i,0.49934-5.0491i
-1.0335-9.2595i,6.4827-8.6244i,1.8446+8.819i,-4.3558-3.2561i,2.8233-5.3296i,1.3302+8.9676i,-4.2488-4.2806i,3.223-4.3803i
0.67938+5.4515i,-0.48955-6.7845i,-4.6561+3.0592i,2.7015-0.31438i,1.7611-2.7223i,-4.5887+3.2317i,3.1564-0.74101i,1.2061-2.4376i
0.33413-2.2824i,-7.2521-3.5022i,3.3711+1.0694i,-3.5146+3.4098i,0.39534-4.7235i,3.091+1.6522i,-3.7078+2.9529i,0.88249-4.8167i
-4.7852+1.8259i,-2.7241+1.6634i,0.18362+8.3257i,-2.7118-3.6377i,2.7225-4.4273i,-0.20577+8.3823i,-2.502-4.5556i,2.8871-3.5003i
5.7926-3.9361i,2.2597+5.6056i,-3.8479+1.5232i,2.4301+0.99275i,1.2437-2.5871i,-3.7629+1.7797i,2.7888+0.67985i,0.77423-2.5083i
-5.983+6.492i,4.6491-0.4288i,3.6492+2.0945i,-4.0475+2.2807i,0.68822-4.5385i,3.3099+2.5831i,-4.2353+1.7704i,1.2289-4.4803i
2.3646-7.1643i,5.6621-5.6506i,-1.2277+7.516i,-1.2194-3.573i,2.5344-3.6871i,-1.4967+7.5242i,-0.93054-4.3763i,2.4939-2.8343i
-0.86309+5.2457i,-0.57827-5.0769i,-2.828+0.43956i,1.8125+1.9751i,0.88568-2.5562i,-2.7616+0.76424i,2.0738+1.7372i,0.5392-2.6259i
-0.085352-2.115i,-4.9326-3.7609i,3.5371+3.108i,-4.2026+1.0994i,0.96665-4.2861i,3.1667+3.4939i,-4.3603+0.54188i,1.506-4.0746i
-2.8209+0.044696i,-1.8565+1.3961i,-2.3317+6.467i,0.038012-3.1468i,2.291-3.0948i,-2.4932+6.4633i,0.38082-3.8316i,2.0851-2.3571i
4.6872-0.36928i,0.80509+4.1478i,-1.7163-0.20456i,0.98404+2.6002i,0.66178-2.582i,-1.6932+0.16677i,1.1528+2.4033i,0.45785-2.7423i
-6.4266+2.4819i,3.9078-0.61286i,3.0893+4.004i,-4.0099-0.018726i,1.2079-3.984i,2.7154+4.2881i,-4.1179-0.61145i,1.6975-3.6329i
4.4566-4.4055i,4.8073-3.647i,-3.0925+5.2683i,1.0014-2.4562i,2.0193-2.6361i,-3.1654+5.2812i,1.3729-3.0235i,1.6941-2.041i
-2.6291+4.4158i,-0.61135-4.3059i,-0.62311-0.44236i,0.069948+2.8669i,0.54815-2.6299i,-0.65738-0.048491i,0.15633+2.6819i,0.48985-2.8256i
0.34004-2.3904i,-3.2193-3.6437i,2.379+4.7004i,-3.5247-0.98019i,1.3982-3.65i,2.0262+4.8917i,-3.5697-1.5922i,1.7992-3.1854i
-1.3563-0.16663i,-1.5914+1.3176i,-3.4985+4.0147i,1.6391-1.6042i,1.7419-2.2956i,-3.5058+4.0643i,2.0151-2.0599i,1.3463-1.8567i
2.8316+1.3862i,0.0038642+2.9214i,0.35605-0.32731i,-0.81938+2.8016i,0.52204-2.675i,0.25993+0.065109i,-0.8006+2.6052i,0.59803-2.857i
-5.3414-0.53074i,3.5677-0.47386i,1.492+5.1418i,-2.821-1.717i,1.5312-3.3018i,1.1801+5.2554i,-2.7959-2.3301i,1.8161-2.7583i
5.0818-1.4679i,3.9276-2.325i,-3.5636+2.7992i,1.9467-0.69278i,1.4774-2.0568i,-3.53+2.897i,2.3055-1.0477i,1.0593-1.7742i
-3.9918+2.8152i,-0.45943-3.9744i,1.1451+0.069808i,-1.5927+2.4545i,0.56174-2.7002i,0.99072+0.43916i,-1.6234+2.2295i,0.74905-2.8285i
1.322-2.3134i,-1.9801-3.2645i,0.52031+5.3007i,-1.9839-2.1884i,1.6057-2.9555i,0.26311+5.3557i,-1.8877-2.7839i,1.7598-2.3723i
-0.75205+0.28998i,-1.6464+1.1811i,-3.3253+1.7055i,1.946+0.18401i,1.2399-1.9027i,-3.2747+1.8551i,2.2695-0.085247i,0.8426-1.7637i
1.1113+1.7206i,-0.32366+1.9285i,1.6912+0.66586i,-2.1818+1.8933i,0.64692-2.6948i,1.4886+0.99462i,-2.2421+1.629i,0.91424-2.7403i
-3.4561-2.2437i,3.3128-0.11787i,-0.44532+5.1769i,-1.101-2.3811i,1.6252-2.6252i,-0.64067+5.1944i,-0.93866-2.9414i,1.6466-2.0422i
4.39+1.0374i,3.0961-1.5328i,-2.8407+0.80207i,1.6808+0.94613i,1.0395-1.816i,-2.7948+0.99999i,1.9556+0.74435i,0.69908-1.7977i
-4.4914+0.75868i,-0.12074-3.7866i,1.9671+1.3716i,-2.5439+1.1966i,0.75905-2.6539i,1.7305+1.6475i,-2.6135+0.88836i,1.0703-2.5995i
2.3388-1.5799i,-1.161-2.7459i,-1.3223+4.7956i,-0.25588-2.3079i,1.5965-2.3224i,-1.455+4.7966i,-0.037221-2.818i,1.4949-1.7768i
-0.91294+0.70058i,-1.8115+0.89948i,-2.1817+0.13714i,1.2124+1.5325i,0.88238-1.7794i,-2.158+0.37445i,1.4303+1.3781i,0.62526-1.8513i
0.037418+1.2151i,-0.32917+1.2044i,1.971+2.0986i,-2.662+0.44633i,0.88179-2.5769i,1.7171+2.3152i,-2.7219+0.095794i,1.1999-2.4179i
-1.4961-2.6893i,2.9878+0.32758i,-2.0422+4.2029i,0.47927-2.0036i,1.5286-2.0557i,-2.1174+4.2066i,0.74052-2.4524i,1.3238-1.5785i
2.8224+2.6386i,2.4012-1.1448i,-1.4276-0.26374i,0.61268+1.904i,0.77104-1.7767i,-1.439-2.3578e-13i,0.77104+1.7767i,0.61268-1.904i
-3.9848-1.2284i,0.33612-3.5665i,1.725+2.7655i,-2.5441-0.27889i,1.0014-2.4666i,1.4709+2.9222i,-2.5777-0.66502i,1.2915-2.2096i
2.8962-0.29779i,-0.708-2.2145i,-2.5555+3.4606i,1.0484-1.521i,1.432-1.8306i,-2.583+3.4828i,1.3361-1.9017i,1.1512-1.4448i
-1.458+0.64732i,-1.933+0.48317i,-0.65936-0.39873i,-0.042224+2.0453i,0.70461-1.7931i,-0.71287-0.12369i,0.059344+1.9256i,0.64927-1.9399i
-0.26729+0.48495i,-0.16174+0.76608i,1.2716+3.3044i,-2.2196-0.91036i,1.1071-2.3288i,1.0332+3.406i,-2.2143-1.3213i,1.3397-1.9901i
-0.014078-2.2009i,2.5449+0.73771i,-2.8344+2.6399i,1.4154-0.92392i,1.3175-1.6497i,-2.8274+2.6919i,1.7124-1.235i,0.99226-1.3684i
0.97127+3.1542i,1.9113-1.028i,0.048032-0.28841i,-0.67882+1.9633i,0.67943-1.8156i,-0.049291-0.017636i,-0.6266+1.8345i,0.72079-1.9483i
-2.663-2.6432i,0.80957-3.2313i,0.66856+3.6651i,-1.7351-1.3943i,1.1909-2.1709i,0.45891+3.7207i,-1.6827-1.8165i,1.3443-1.7741i
2.7123+1.1562i,-0.53916-1.78i,-2.8737+1.8142i,1.5655-0.28139i,1.196-1.5127i,-2.8472+1.9025i,1.8552-0.5261i,0.85907-1.3387i
-1.922+0.052909i,-1.9183+0.0019718i,0.63095+0.027245i,-1.2323+1.6856i,0.68965-1.8337i,0.49324+0.27941i,-1.2182+1.5342i,0.81228-1.9236i
-0.00035694+0.0075286i,0.039929+0.58942i,-0.016907+3.8181i,-1.1488-1.6954i,1.248-2.0013i,-0.18865+3.84i,-1.0459-2.1139i,1.3095-1.5746i
0.72469-1.2774i,2.0131+1.0159i,-2.6902+1.0531i,1.5052+0.33919i,1.0771-1.4166i,-2.6595+1.1789i,1.773+0.15322i,0.75953-1.3431i
-0.60534+2.7207i,1.6517-1.0438i,1.042+0.49348i,-1.6516+1.2557i,0.72787-1.8392i,0.87152+0.71524i,-1.6618+1.0727i,0.9094-1.8648i
-0.95475-3.1832i,1.1988-2.7763i,-0.71488+3.7559i,-0.52415-1.7985i,1.2766-1.8286i,-0.84391+3.7581i,-0.37221-2.1988i,1.2428-1.4017i
1.7988+2.3245i,-0.54553-1.5133i,-2.3194+0.41567i,1.26+0.87792i,0.96915-1.3565i,-2.2986+0.57577i,1.4942+0.73946i,0.69739-1.3682i
-1.9436-0.87135i,-1.7402-0.45024i,1.2532+1.0464i,-1.9026+0.72826i,0.78582-1.8268i,1.0605+1.2294i,-1.9223+0.50927i,0.99955-1.7752i
0.46386+0.0071483i,0.16714+0.60625i,-1.359+3.4919i,0.076345-1.7086i,1.2771-1.6609i,-1.445+3.4885i,0.2714-2.0775i,1.1542-1.2621i
0.76229-0.40831i,1.4664+1.1134i,-1.8116-0.053573i,0.87074+1.2873i,0.87849-1.3259i,-1.8122+0.13367i,1.0635+1.1827i,0.67243-1.4011i
-1.5408+1.7117i,1.5959-1.0669i,1.2568+1.6189i,-1.9706+0.16307i,0.85498-1.7937i,1.0544+1.7591i,-1.9849-0.091507i,1.0728-1.6611i
0.63612-2.8316i,1.433-2.2535i,-1.892+3.0579i,0.59678-1.4486i,1.2525-1.5055i,-1.939+3.062i,0.82546-1.7759i,1.0544-1.1589i
0.43103+2.8511i,-0.6089-1.432i,-1.2262-0.32818i,0.38886+1.5357i,0.80947-1.3175i,-1.2563-0.12374i,0.53688+1.4501i,0.68098-1.4303i
-1.3887-1.7576i,-1.4305-0.78892i,1.0656+2.1474i,-1.8596-0.38066i,0.92723-1.7394i,0.86588+2.2447i,-1.8552-0.66614i,1.1222-1.5308i
0.74751+0.4327i,0.15941+0.71892i,-2.2709+2.5002i,0.99268-1.0566i,1.2071-1.3679i,-2.2862+2.5225i,1.243-1.3353i,0.95419-1.0915i
0.37091+0.077702i,0.99095+1.0371i,-0.62602-0.4011i,-0.12904+1.6093i,0.76431-1.3235i,-0.69003-0.19096i,-0.024834+1.5281i,0.71664-1.4467i
-1.7404+0.58925i,1.6736-1.007i,0.70942+2.5765i,-1.5908-0.84986i,0.99532-1.6657i,0.52412+2.6349i,-1.557-1.158i,1.1444-1.3939i
1.7011-1.8356i,1.489-1.7445i,-2.4694+1.8741i,1.2344-0.58051i,1.1465-1.252i,-2.4631+1.9223i,1.4931-0.80796i,0.86306-1.0564i
-0.97015+2.6053i,-0.62706-1.5008i,-0.071346-0.28427i,-0.62686+1.5121i,0.74312-1.3362i,-0.16951-0.080172i,-0.56147+1.4221i,0.77121-1.4439i
-0.37829-2.2464i,-1.0617-0.96501i,0.23241+2.8642i,-1.1997-1.2022i,1.0533-1.5759i,0.07097+2.891i,-1.1294-1.5223i,1.1393-1.2596i
0.61604+1.0291i,0.012322+0.82528i,-2.4801+1.2389i,1.3092-0.073655i,1.0771-1.16i,-2.4635+1.3168i,1.5629-0.25112i,0.7886-1.0477i
-0.086966+0.090598i,0.65367+0.84179i,0.38552-0.0065189i,-1.0542+1.2647i,0.74423-1.3488i,0.25665+0.18075i,-1.0193+1.1551i,0.83566-1.4187i
-1.3641-0.25658i,1.7915-0.82514i,-0.31244+2.985i,-0.73191-1.4095i,1.0968-1.4745i,-0.44347+2.9896i,-0.62154-1.7294i,1.1095-1.1363i
2.0472-0.5981i,1.3951-1.3284i,-2.3136+0.65151i,1.2211+0.41108i,1.005-1.092i,-2.2982+0.75921i,1.4578+0.27843i,0.73592-1.0576i
-1.9953+1.7125i,-0.53646-1.6463i,0.70465+0.38995i,-1.3708+0.90107i,0.76441-1.3556i,0.55165+0.55165i,-1.3556+0.76441i,0.90107-1.3708i
0.77826-2.1287i,-0.71954-0.97806i,-0.86849+2.9307i,-0.2376-1.4594i,1.1231-1.3668i,-0.96599+2.9241i,-0.087912-1.7668i,1.0602-1.0307i
0.053505+1.4699i,-0.22918+0.8454i,-1.997+0.16146i,0.98983+0.82606i,0.9362-1.0467i,-1.9931+0.29565i,1.1997+0.72988i,0.70742-1.0778i
-0.30842-0.23443i,0.48115+0.60934i,0.8616+0.85421i,-1.5499+0.46452i,0.79931-1.352i,0.69327+0.98437i,-1.5423+0.29711i,0.9595-1.3028i
-0.72856-0.62276i,1.861-0.53591i,-1.381+2.7111i,0.23298-1.3558i,1.1314-1.2582i,-1.4454+2.7041i,0.41761-1.6397i,0.99786-0.94695i
1.7317+0.4707i,1.2181-1.0557i,-1.57-0.19332i,0.64801+1.1333i,0.87557-1.0212i,-1.5863-0.038942i,0.82441+1.0629i,0.70284-1.1001i
-2.3848+0.4934i,-0.32412-1.7815i,0.84889+1.3317i,-1.5796+0.0032654i,0.84393-1.3352i,0.67523+1.4277i,-1.5675-0.19471i,1.0046-1.219i
1.7115-1.4184i,-0.47457-0.87322i,-1.8023+2.3516i,0.63465-1.1175i,1.1222-1.1539i,-1.8372+2.3542i,0.8467-1.3689i,0.92985-0.88717i
-0.75171+1.4993i,-0.49059+0.74142i,-1.0813-0.38965i,0.23727+1.3074i,0.82706-1.0114i,-1.1236-0.22349i,0.37704+1.251i,0.71953-1.1171i
-0.15783-0.62821i,0.45276+0.42153i,0.6759+1.7698i,-1.464-0.43468i,0.89299-1.304i,0.50702+1.8321i,-1.4363-0.65939i,1.0322-1.1255i
-0.1689-0.52991i,1.8228-0.19526i,-2.0957+1.89i,0.93135-0.77585i,1.0976-1.0585i,-2.1076+1.9102i,1.161-0.98858i,0.86341-0.85082i
1.0095+1.0883i,1.04-0.93288i,-0.58292-0.42063i,-0.19621+1.3377i,0.79319-1.0129i,-0.65381-0.2522i,-0.092529+1.2832i,0.75297-1.1229i
-2.104-0.65986i,-0.024701-1.8336i,0.36718+2.1224i,-1.2211-0.80609i,0.94144-1.2585i,0.21223+2.1548i,-1.1689-1.0507i,1.0404-1.0288i
2.1317-0.33795i,-0.36043-0.72409i,-2.2389+1.3727i,1.0992-0.37058i,1.0609-0.97553i,-2.2361+1.416i,1.3355-0.54194i,0.80497-0.83523i
-1.4967+1.0339i,-0.69484+0.52394i,-0.12526-0.29555i,-0.60639+1.2282i,0.7751-1.0207i,-0.22425-0.13441i,-0.53478+1.1647i,0.79735-1.1138i
0.30085-0.81636i,0.50982+0.33438i,-0.040605+2.354i,-0.88103-1.0765i,0.98477-1.2003i,-0.1743+2.3629i,-0.79798-1.3318i,1.0295-0.9356i
0.086963-0.1755i,1.6623+0.12267i,-2.225+0.8494i,1.1283+0.054049i,1.0159-0.90732i,-2.2169+0.91829i,1.3599-0.076763i,0.75959-0.83602i
0.21873+1.1756i,0.93091-0.92245i,0.24752-0.038292i,-0.95187+0.99677i,0.77256-1.0299i,0.12396+0.10693i,-0.90539+0.91531i,0.84631-1.0878i
-1.333-1.4211i,0.29637-1.7654i,-0.50273+2.443i,-0.48206-1.2233i,1.0193-1.1321i,-0.61031+2.4365i,-0.36529-1.479i,1.0018-0.85157i
1.9301+0.77071i,-0.36573-0.6073i,-2.063+0.36857i,1.0228+0.45394i,0.96688-0.85503i,-2.059+0.46236i,1.2396+0.35954i,0.73053-0.84766i
-1.8904+0.19044i,-0.78787+0.24331i,0.5016+0.31556i,-1.1997+0.67248i,0.78407-1.0362i,0.35946+0.438i,-1.1693+0.56685i,0.89361-1.0455i
0.85126-0.63576i,0.57663+0.36242i,-0.97106+2.3829i,-0.066735-1.2369i,1.0426-1.0573i,-1.0505+2.37i,0.083244-1.4825i,0.96133-0.78123i
-0.011375+0.17094i,1.4093+0.35239i,-1.7758-0.027561i,0.80032+0.78948i,0.91816-0.81849i,-1.7843+0.087656i,0.99396+0.72455i,0.71909-0.86413i
-0.34861+0.85238i,0.92786-0.9581i,0.61631+0.72264i,-1.3283+0.2925i,0.80715-1.0361i,0.4633+0.81784i,-1.3036+0.15966i,0.93376-0.98893i
-0.38388-1.6322i,0.56789-1.584i,-1.3988+2.182i,0.3226-1.122i,1.0531-0.97962i,-1.4512+2.1718i,0.50204-1.3478i,0.91316-0.72742i
1.2078+1.5728i,-0.44107-0.57769i,-1.3979-0.30662i,0.4892+1.0293i,0.87362-0.79639i,-1.4254-0.17581i,0.65393+0.9848i,0.72463-0.87956i
-1.7674-0.76488i,-0.75495-0.03096i,0.58558+1.1363i,-1.3289-0.10207i,0.83855-1.0269i,0.43028+1.2025i,-1.2997-0.26182i,0.96251-0.92196i
1.2269-0.09712i,0.586+0.47752i,-1.7452+1.8628i,0.64796-0.89561i,1.0508-0.90302i,-1.774+1.8633i,0.85037-1.0938i,0.86274-0.69113i
-0.34155+0.28693i,1.1237+0.45901i,-0.97099-0.44896i,0.12546+1.1528i,0.83654-0.78645i,-1.0219-0.31i,0.25863+1.1187i,0.74478-0.88882i
-0.54417+0.36403i,1.0252-0.96799i,0.41798+1.5112i,-1.2062-0.47037i,0.87463-1.0071i,0.26888+1.5496i,-1.1628-0.65357i,0.97721-0.84922i
0.42008-1.337i,0.73785-1.3347i,-1.9789+1.4584i,0.87932-0.58533i,1.0365-0.83109i,-1.9901+1.476i,1.0962-0.75064i,0.81538-0.67154i
0.22801+1.8558i,-0.5183-0.65201i,-0.54027-0.44904i,-0.25106+1.1521i,0.80933-0.78564i,-0.61625-0.3102i,-0.14892+1.1181i,0.77584-0.88798i
-1.1486-1.52i,-0.62277-0.23551i,0.13532+1.8077i,-0.97694-0.77581i,0.91161-0.97633i,1.6779e-13+1.8221i,-0.91161-0.97633i,0.97694-0.77581i
1.2256+0.62536i,0.50063+0.6218i,-2.0809+1.0092i,0.99724-0.22616i,1.0122-0.76688i,-2.082+1.048i,1.2189-0.35621i,0.77571-0.66626i
-0.67945+0.085184i,0.8731+0.44823i,-0.14945-0.31553i,-0.60088+1.0321i,0.79339-0.79052i,-0.24935-0.18493i,-0.52617+0.9887i,0.81322-0.87461i
-0.39655-0.029991i,1.18-0.89896i,-0.22996+1.9958i,-0.66815-0.98956i,0.94599-0.93529i,-0.34562+1.9919i,-0.5756-1.1993i,0.96247-0.70663i
0.85711-0.74087i,0.79011-1.0821i,-2.0462+0.55907i,0.99442+0.14333i,0.98054-0.71268i,-2.0452+0.62041i,1.2112+0.047814i,0.7472-0.67165i
-0.6858+1.5939i,-0.53492-0.80632i,0.1633-0.069896i,-0.88871+0.8094i,0.7891-0.7975i,0.043076+0.045244i,-0.83526+0.74902i,0.85203-0.84793i
-0.22898-1.8337i,-0.44748-0.33457i,-0.63836+2.057i,-0.31386-1.0931i,0.97471-0.88557i,-0.73069+2.0421i,-0.19166-1.3029i,0.93608-0.64588i
0.79279+1.2683i,0.3232+0.72977i,-1.8833+0.15014i,0.876+0.48497i,0.94452-0.66986i,-1.8882+0.23289i,1.079+0.42029i,0.73191-0.68329i
-0.80399-0.35963i,0.7082+0.36193i,0.36891+0.25608i,-1.0869+0.51052i,0.79582-0.80319i,0.23401+0.35021i,-1.0466+0.42788i,0.88758-0.80875i
-0.074715-0.15933i,1.3298-0.733i,-1.0474+1.9866i,0.048504-1.0798i,0.99543-0.82951i,-1.1153+1.9687i,0.19974-1.2803i,0.90121-0.59671i
0.87156-0.11697i,0.74776-0.8866i,-1.6132-0.1807i,0.65857+0.76473i,0.90744-0.63883i,-1.631-0.080127i,0.84046+0.7247i,0.73035-0.69649i
-1.2659+0.9409i,-0.45517-0.98734i,0.45+0.6238i,-1.1777+0.1687i,0.81205-0.8046i,0.30743+0.69355i,-1.1415+0.061357i,0.91587-0.7593i
0.69774-1.6202i,-0.29336-0.3306i,-1.416+1.7932i,0.38194-0.95484i,1.0067-0.76993i,-1.4608+1.7799i,0.55874-1.1375i,0.86198-0.56088i
0.04317+1.5853i,0.09238+0.75177i,-1.267-0.40548i,0.36813+0.95601i,0.87245-0.61903i,-1.3031-0.29262i,0.52402+0.93262i,0.74153-0.70682i
-0.59329-0.85115i,0.64648+0.26148i,0.4022+0.99185i,-1.155-0.17959i,0.83557-0.7994i,0.25957+1.0363i,-1.1137-0.31112i,0.93397-0.70285i
0.1988-0.0010212i,1.4159-0.49086i,-1.7083+1.4973i,0.65358-0.73482i,1.0079-0.70982i,-1.7337+1.4955i,0.85003-0.89283i,0.82276-0.53869i
0.57154+0.30212i,0.66262-0.78357i,-0.88224-0.50764i,0.037233+1.0421i,0.84234-0.60908i,-0.93993-0.38933i,0.16494+1.0263i,0.76317-0.71051i
-1.3869+0.16023i,-0.2807-1.1331i,0.23419+1.3202i,-1.0245-0.49841i,0.86368-0.78604i,0.098902+1.3408i,-0.96967-0.65081i,0.94025-0.64334i
1.3474-0.97376i,-0.2099-0.261i,-1.8973+1.1293i,0.83787-0.44528i,0.99941-0.65214i,-1.9089+1.1441i,1.0463-0.57399i,0.78767-0.52903i
-0.78381+1.4432i,-0.13332+0.67053i,-0.49934-0.48331i,-0.29856+1.0173i,0.81929-0.60689i,-0.57944-0.36693i,-0.19833+1.0001i,0.79199-0.70485i
-0.075488-1.1586i,0.66799+0.20513i,-0.033561+1.574i,-0.80242-0.75594i,0.89348-0.76387i,-0.15508+1.5745i,-0.72729-0.9235i,0.93448-0.58487i
0.24768+0.32587i,1.4035-0.22207i,-1.9671+0.72606i,0.91887-0.11806i,0.98241-0.59954i,-1.9717+0.76056i,1.1305-0.21552i,0.76012-0.5296i
0.16598+0.40629i,0.5953-0.7721i,-0.15723-0.34132i,-0.60427+0.88765i,0.8048-0.60993i,-0.2582-0.23402i,-0.52811+0.86071i,0.82414-0.68837i
-1.0951-0.47827i,-0.047707-1.1956i,-0.37118+1.7271i,-0.51408-0.92754i,0.92209-0.73306i,-0.47408+1.7131i,-0.41403-1.1028i,0.91779-0.53129i
1.5443-0.12634i,-0.21527-0.1827i,-1.9142+0.32681i,0.89159+0.2121i,0.95872-0.55411i,-1.919+0.38171i,1.0978+0.14504i,0.74256-0.53715i
-1.415+0.87265i,-0.29768+0.5055i,0.11037-0.10201i,-0.84905+0.66942i,0.79953-0.61538i,-0.0077609-0.0099446i,-0.79121+0.62604i,0.85566-0.66095i
0.58291-1.1148i,0.72469+0.22774i,-0.74258+1.7641i,-0.19066-0.998i,0.9469-0.69462i,-0.82409+1.7424i,-0.063763-1.1726i,0.89242-0.48574i
0.015326+0.6225i,1.2936+0.014584i,-1.7475-0.030499i,0.76218+0.51117i,0.93068-0.5173i,-1.7595+0.043194i,0.95494+0.47101i,0.73618-0.54795i
