Col0,Col1,Col2,Col3,Col4,Col5,Col6
12.548-1.7827i,12.548-1.7827i,-1453.9-3688.1i,-1742.9+272.91i,-1742.9+272.91i,-278.48+3959.4i,12.21-1.9671i,11.921-1.9661i
2.8151+5.3059i,2.8151+5.3059i,-1979.9+5331.1i,3581.6+6543.2i,3581.6+6543.2i,5565.5+1218.8i,3.093+4.9916i,2.8039+4.9927i
5.7865-6.3844i,5.7865-6.3844i,5556.1-3723.3i,8569.1-9698.3i,8569.1-9698.3i,3019.9-5982.6i,5.6489-6.2269i,5.3597-6.2257i
10.993+4.514i,10.993+4.514i,-6435.5-48.012i,-11180-4429.3i,-11180-4429.3i,-4735.4-4377.8i,10.883+4.017i,10.594+4.0183i
0.023696-0.55192i,0.023696-0.55192i,4081.5+3068.5i,-182.69+5892.2i,-182.7+5892.2i,-4264+2825.5i,0.29652-0.52809i,0.0073681-0.52671i
11.729-3.6761i,11.729-3.6761i,-516.2-3293.6i,1008.7-327.9i,1008.7-327.9i,1538.5+2961.4i,11.363-3.8441i,11.073-3.8427i
4.7297+6.2165i,4.7297+6.2165i,-1526+1264.5i,61.912+80.551i,61.901+80.551i,1591.4-1180i,4.9862+5.7801i,4.6971+5.7816i
3.8061-5.8898i,3.8061-5.8898i,1206.8+753.51i,-2.5589+5.1286i,-2.5689+5.1286i,-1207-751.7i,3.729-5.7373i,3.4399-5.7357i
12.286+2.8383i,12.286+2.8383i,214.94-1108.6i,-56.833-11.498i,-56.843-11.498i,-257.01+1100.2i,12.095+2.293i,11.806+2.2947i
0.18464+1.5362i,0.18464+1.5362i,-880.52+116.24i,-1.2404-8.6748i,-1.2504-8.6748i,879.42-126.06i,0.51875+1.4562i,0.2296+1.4579i
10.361-5.2154i,10.361-5.2154i,354.29+733.86i,-57.636+30.686i,-57.646+30.686i,-404.59-706.9i,9.9761-5.3515i,9.687-5.3497i
6.8643+6.4955i,6.8643+6.4955i,471.83-546.46i,-37.737-34.128i,-37.747-34.128i,-500.18+520.61i,7.0797+5.9294i,6.7905+5.9314i
2.0819-4.7756i,2.0819-4.7756i,-538.42-212.59i,-9.8648+24.15i,-9.8749+24.15i,531.88+229.36i,2.0851-4.637i,1.796-4.635i
13.008+0.83941i,13.008+0.83941i,-49.53+548.52i,-60.456-2.4872i,-60.466-2.4872i,-1.5758-550.62i,12.725+0.26434i,12.436+0.26642i
1.0153+3.5014i,1.0153+3.5014i,508.77-163.76i,-4.7027-14.917i,-4.7128-14.917i,-511.01+155.78i,1.406+3.2929i,1.1169+3.2951i
8.5788-6.2407i,8.5788-6.2407i,-277.57-341.51i,-33.191+25.412i,-33.201+25.412i,255.48+358.67i,8.1932-6.3305i,7.9041-6.3283i
9.0152+6.1043i,9.0152+6.1043i,-233.87+333.12i,-33.341-21.389i,-33.351-21.389i,206.52-350.85i,9.163+5.4069i,8.8739+5.4092i
0.79733-3.1421i,0.79733-3.1421i,409.39+99.662i,-2.393+10.601i,-2.403+10.601i,-411.74-87.963i,0.90123-3.036i,0.61209-3.0336i
13.085-1.2885i,13.085-1.2885i,-56.374-360.35i,-40.597+5.0771i,-40.607+5.0771i,32.514+363.38i,12.703-1.8675i,12.414-1.8651i
2.4525+5.1447i,2.4525+5.1447i,-290.14+139.15i,-7.4803-14.684i,-7.4903-14.684i,283.66-152.46i,2.8857+4.7804i,2.5966+4.7829i
6.5583-6.6391i,6.5583-6.6391i,243.05+241.81i,-17.106+18.31i,-17.116+18.31i,-256.91-226.67i,6.2001-6.6727i,5.9109-6.6701i
10.975+5.0678i,10.975+5.0678i,119.04-294.28i,-27.837-11.917i,-27.847-11.917i,-131.73+288.73i,11.025+4.2465i,10.736+4.2492i
0.098293-1.1416i,0.098293-1.1416i,-269.62-17.139i,-0.14157+2.6627i,-0.15162+2.6627i,270.08+14.469i,0.32029-1.0968i,0.031163-1.0941i
12.5-3.3354i,12.5-3.3354i,71.376+275.5i,-27.142+8.1147i,-27.152+8.1147i,-91.041-269.53i,12.023-3.8869i,11.734-3.8841i
4.375+6.2939i,4.375+6.2939i,226.84-169.48i,-9.3728-12.661i,-9.3829-12.661i,-228.46+166.9i,4.8253+5.7475i,4.5361+5.7504i
4.5053-6.3553i,4.5053-6.3553i,-199.88-131.4i,-8.297+12.526i,-8.3071+12.526i,198.59+133.8i,4.2096-6.3319i,3.9205-6.3289i
12.551+3.4736i,12.551+3.4736i,-64.688+231.9i,-22.986-5.5838i,-22.996-5.5838i,49.149-235.75i,12.472+2.5473i,12.183+2.5504i
0.079518+1.0354i,0.079518+1.0354i,253.58-25.012i,-0.18457-1.7768i,-0.19463-1.7768i,-252.75+29.942i,0.42936+0.97956i,0.14025+0.98272i
11.305-5.0941i,11.305-5.0941i,-98.19-197.76i,-17.985+8.8397i,-17.995+8.8397i,95.889+199.04i,10.749-5.5845i,10.459-5.5813i
6.6137+6.8201i,6.6137+6.8201i,-148.65+146.51i,-10.454-10.082i,-10.465-10.082i,141.2-153.99i,7.0443+6.071i,6.7552+6.0743i
2.6347-5.3981i,2.6347-5.3981i,207.47+97.594i,-3.528+7.9363i,-3.538+7.9363i,-210.9-89.248i,2.4418-5.3297i,2.1527-5.3263i
13.585+1.4647i,13.585+1.4647i,15.691-208.76i,-18.693-1.3482i,-18.703-1.3482i,-15.099+208.78i,13.351+0.46501i,13.062+0.46847i
0.77476+3.176i,0.77476+3.176i,-180.68+47.447i,-1.1495-4.1029i,-1.1595-4.1029i,179.15-53.952i,1.2503+2.9728i,0.96115+2.9763i
9.6115-6.3793i,9.6115-6.3793i,116.08+169.85i,-11.583+8.3268i,-11.593+8.3268i,-123.71-164.17i,9.0049-6.7775i,8.7158-6.7739i
8.9665+6.6504i,8.9665+6.6504i,115.58-164.3i,-10.835-7.4276i,-10.845-7.4276i,-111.79+166.69i,9.3307+5.6886i,9.0416+5.6923i
1.1523-3.8408i,1.1523-3.8408i,-167.11-46.253i,-1.1142+4.3472i,-1.1242+4.3472i,168.76+41.017i,1.1027-3.7551i,0.81359-3.7513i
13.968-0.77181i,13.968-0.77181i,13.4+184.14i,-14.868+1.4078i,-14.878+1.4078i,-21.378-183.36i,13.561-1.8017i,13.272-1.7979i
2.1525+5.0646i,2.1525+5.0646i,175.78-78.95i,-2.3892-5.0734i,-2.3993-5.0734i,-172.48+85.314i,2.7359+4.6632i,2.4468+4.6671i
7.5844-7.0452i,7.5844-7.0452i,-115.64-119.84i,-7.0836+7.1476i,-7.0936+7.1476i,120.52+115.22i,6.9718-7.3281i,6.6827-7.3241i
11.216+5.776i,11.216+5.776i,-73.093+150.11i,-10.633-4.9354i,-10.643-4.9354i,67.398-152.91i,11.461+4.6063i,11.171+4.6104i
0.23542-1.8168i,0.23542-1.8168i,182.27+19.876i,-0.13072+1.6194i,-0.14077+1.6194i,-182.66-12.068i,0.36462-1.7578i,0.075544-1.7537i
13.65-3.0209i,13.65-3.0209i,-37.56-159.68i,-11.484+3.066i,-11.494+3.066i,46.472+157.37i,13.068-4.029i,12.779-4.0248i
4.1171+6.502i,4.1171+6.502i,-127.84+85.333i,-3.5745-5.1498i,-3.5846-5.1498i,124.66-90.361i,4.773+5.8533i,4.484+5.8576i
5.4285-6.9997i,5.4285-6.9997i,138.93+102.29i,-3.9817+5.6477i,-3.9917+5.6477i,-142.58-96.716i,4.866-7.1581i,4.577-7.1538i
13.148+4.2547i,13.148+4.2547i,49.026-156.08i,-9.9716-2.7395i,-9.9816-2.7395i,-37.955+159.03i,13.219+2.8997i,12.93+2.9041i
0.016556+0.49182i,0.016556+0.49182i,-145.16+7.7394i,-0.018194-0.35514i,-0.028246-0.35514i,144.87-15.211i,0.34883+0.46364i,0.059766+0.46818i
12.649-5.0581i,12.649-5.0581i,64.483+147.36i,-8.5441+3.8922i,-8.5542+3.8922i,-68.778-145.29i,11.908-5.9884i,11.619-5.9838i
6.516+7.3241i,6.516+7.3241i,120.97-109.52i,-4.5345-4.6454i,-4.5446-4.6454i,-112.25+118.12i,7.1912+6.3868i,6.9021+6.3915i
3.3711-6.2145i,3.3711-6.2145i,-125.26-66.402i,-1.9435+4.0553i,-1.9535+4.0553i,130.1+56.956i,2.9236-6.2583i,2.6345-6.2535i
14.573+2.2079i,14.573+2.2079i,-16.828+148.6i,-8.9716-0.91482i,-8.9817-0.91482i,13.346-149i,14.421+0.70948i,14.132+0.71432i
0.57033+2.8679i,0.57033+2.8679i,157.7-33.768i,-0.40984-1.6731i,-0.4199-1.6731i,-154.72+44.439i,1.1126+2.6794i,0.82356+2.6843i
11.051-6.6694i,11.051-6.6694i,-73.214-121.73i,-6.0579+4.0924i,-6.0679+4.0924i,85.181+113.85i,10.188-7.4682i,9.8994-7.4632i
9.1515+7.4175i,9.1515+7.4175i,-84.079+111.98i,-5.1886-3.7905i,-5.1986-3.7905i,80.948-114.51i,9.7767+6.1646i,9.4876+6.1697i
1.6434-4.7294i,1.6434-4.7294i,149.73+47.804i,-0.72376+2.5275i,-0.73381+2.5275i,-151.77-39.769i,1.3779-4.6917i,1.0889-4.6865i
15.343-0.18774i,15.343-0.18774i,-0.54264-144.73i,-7.7514+0.50406i,-7.7615+0.50406i,17.759+143.62i,14.932-1.7696i,14.643-1.7644i
1.9051+5.078i,1.9051+5.078i,-123.68+50.373i,-1.0525-2.4296i,-1.0625-2.4296i,121.22-56.71i,2.6418+4.6482i,2.3528+4.6535i
9.0038-7.6703i,9.0038-7.6703i,102.24+111.16i,-4.0301+3.8378i,-4.0402+3.8378i,-105.72-107.6i,8.0791-8.294i,7.7901-8.2886i
11.797+6.7315i,11.797+6.7315i,74.407-128.04i,-5.5128-2.7615i,-5.5229-2.7615i,-58.053+136.05i,12.291+5.1568i,12.002+5.1622i
0.46025-2.6521i,0.46025-2.6521i,-129.11-20.926i,-0.12664+1.1713i,-0.13669+1.1713i,130.73+9.5686i,0.43881-2.5912i,0.1498-2.5856i
15.367-2.7144i,15.367-2.7144i,31.767+140.14i,-6.421+1.514i,-6.4311+1.514i,-34.268-139.51i,14.68-4.3046i,14.391-4.299i
3.96+6.8921i,3.96+6.8921i,130.44-75.113i,-1.7677-2.7215i,-1.7777-2.7215i,-121.11+88.922i,4.8498+6.139i,4.5608+6.1447i
6.7093-7.9236i,6.7093-7.9236i,-99.922-85.901i,-2.4529+3.2756i,-2.4629+3.2756i,110.28+72.508i,5.8018-8.3467i,5.5128-8.3409i
14.217+5.2852i,14.217+5.2852i,-41.041+130.2i,-5.5217-1.6948i,-5.5317-1.6948i,38.782-131.01i,14.494+3.4074i,14.205+3.4133i
0.0013567-0.15072i,0.0013567-0.15072i,150.92-1.0655i,0.012817+0.054245i,0.0027639+0.054245i,-149.98+13.961i,0.27252-0.15024i,-0.016475-0.14432i
14.621-5.1297i,14.621-5.1297i,-42.224-128.95i,-5.0784+2.1368i,-5.0884+2.1368i,62.207+120.66i,13.666-6.6445i,13.377-6.6385i
6.6081+8.1034i,6.6081+8.1034i,-97.928+86.916i,-2.4316-2.6474i,-2.4417-2.6474i,94.634-90.838i,7.5822+6.9526i,7.2932+6.9587i
4.4074-7.3526i,4.4074-7.3526i,130.29+72.095i,-1.3033+2.533i,-1.3134+2.533i,-133.82-64.752i,3.612-7.5756i,3.323-7.5695i
16.185+3.1685i,16.185+3.1685i,30.495-137.82i,-5.2549-0.6933i,-5.265-0.6933i,-6.5659+140.91i,16.163+1.0345i,15.874+1.0407i
0.39522+2.5573i,0.39522+2.5573i,-126.26+22.362i,-0.16326-0.78812i,-0.17331-0.78812i,124.28-32.724i,0.98542+2.3914i,0.69645+2.3977i
13.154-7.1863i,13.154-7.1863i,75.835+123.41i,-3.8063+2.4137i,-3.8164+2.4137i,-79.106-121.18i,11.97-8.5412i,11.681-8.5348i
9.6649+8.5469i,9.6649+8.5469i,98.899-108.16i,-2.9631-2.3048i,-2.9732-2.3048i,-80.185+122.42i,10.629+6.9406i,10.34+6.9471i
2.359-5.9509i,2.359-5.9509i,-119.81-47.969i,-0.54398+1.7179i,-0.55403+1.7179i,125.48+31.315i,1.7786-6.0069i,1.4897-6.0003i
17.506+0.53817i,17.506+0.53817i,4.0601+139.69i,-4.769+0.16941i,-4.779+0.16941i,-6.0979-139.64i,17.117-1.7774i,16.828-1.7708i
1.7068+5.2213i,1.7068+5.2213i,143.05-46.854i,-0.53258-1.3474i,-0.54263-1.3474i,-135.38+65.149i,2.6125+4.7664i,2.3235+4.7731i
11.088-8.6525i,11.088-8.6525i,-79.316-107.17i,-2.6701+2.4i,-2.6802+2.4i,97.708+90.936i,9.7493-9.7726i,9.4604-9.7659i
12.901+8.1153i,12.901+8.1153i,-65.382+118.16i,-3.3157-1.787i,-3.3257-1.787i,62.332-119.99i,13.739+6.0208i,13.45+6.0276i
0.82592-3.7857i,0.82592-3.7857i,149.41+29.003i,-0.12464+0.91853i,-0.1347+0.91853i,-151.16-15.035i,0.56246-3.7451i,0.27353-3.7382i
18.036-2.3922i,18.036-2.3922i,-13.309-139.44i,-4.1287+0.8467i,-4.1388+0.8467i,42.217+133.56i,17.232-4.7897i,16.943-4.7827i
3.9302+7.5762i,3.9302+7.5762i,-115+65.32i,-0.9921-1.6375i,-1.0022-1.6375i,110.66-72.926i,5.1115+6.701i,4.8225+6.7081i
8.6162-9.3313i,8.6162-9.3313i,115.8+97.528i,-1.7159+2.1601i,-1.7259+2.1601i,-120.64-91.135i,7.2255-10.163i,6.9366-10.156i
16.062+6.7699i,16.062+6.7699i,62.011-134.2i,-3.4712-1.1797i,-3.4813-1.1797i,-32.564+144.04i,16.643+4.1871i,16.354+4.1943i
0.05203-0.99631i,0.05203-0.99631i,-132.54-5.679i,0.014285+0.20295i,0.0042322+0.20295i,132.49-11.144i,0.19491-0.96947i,-0.093986-0.96217i
17.693-5.3657i,17.693-5.3657i,51.908+139.36i,-3.4013+1.3159i,-3.4114+1.3159i,-55.37-137.94i,16.462-7.7274i,16.173-7.72i
6.9873+9.3624i,6.9873+9.3624i,125.94-90.416i,-1.4583-1.6892i,-1.4684-1.6892i,-106.98+111.85i,8.3638+7.9369i,8.0749+7.9444i
5.986-9.0774i,5.986-9.0774i,-112.67-77.675i,-0.97043+1.7621i,-0.98049+1.7621i,125.53+55.06i,4.6763-9.5989i,4.3874-9.5913i
18.883+4.5471i,18.883+4.5471i,-24.564+143.24i,-3.4347-0.55718i,-3.4448-0.55718i,21.553-143.8i,19.074+1.5143i,18.785+1.5219i
0.2452+2.2129i,0.2452+2.2129i,159.35-18.574i,-0.06209-0.38126i,-0.072143-0.38126i,-154.82+40.898i,0.85959+2.0767i,0.57072+2.0844i
16.471-8.1i,16.471-8.1i,-58.303-132.19i,-2.6508+1.5752i,-2.6608+1.5752i,87.702+114.92i,14.84-10.299i,14.552-10.291i
10.732+10.345i,10.732+10.345i,-93.374+108.11i,-1.8677-1.5462i,-1.8777-1.5462i,88.139-112.7i,12.182+8.2522i,11.893+8.26i
3.4916-7.8106i,3.4916-7.8106i,151.23+61.726i,-0.44228+1.273i,-0.45234+1.273i,-156.07-47.288i,2.4167-8.0449i,2.1279-8.037i
21.117+1.5593i,21.117+1.5593i,18.671-153.23i,-3.2285+0.019405i,-3.2386+0.019405i,20.257+152.96i,20.791-1.8445i,20.502-1.8365i
1.5633+5.5842i,1.5633+5.5842i,-136.58+42.348i,-0.28732-0.80616i,-0.29738-0.80616i,131.58-56.708i,2.678+5.1001i,2.3892+5.1081i
14.446-10.305i,14.446-10.305i,102.54+127.77i,-1.9337+1.64i,-1.9438+1.64i,-108.82-122.26i,12.492-12.219i,12.203-12.211i
14.959+10.333i,14.959+10.333i,98.747-132.09i,-2.1761-1.259i,-2.1861-1.259i,-64.743+151.45i,16.321+7.4786i,16.032+7.4869i
1.4563-5.5236i,1.4563-5.5236i,-141.93-38.484i,-0.12344+0.7547i,-0.13349+0.7547i,146.79+12.608i,0.78128-5.548i,0.49246-5.5397i
22.548-2.0095i,22.548-2.0095i,25.78+160.67i,-2.8875+0.50436i,-2.8976+0.50436i,-30.394-159.85i,21.599-5.6655i,21.31-5.6571i
4.1052+8.8215i,4.1052+8.8215i,159.35-71.283i,-0.59766-1.062i,-0.60771-1.062i,-141.96+101.12i,5.7014+7.7749i,5.4126+7.7834i
11.778-11.704i,11.778-11.704i,-105.37-114.35i,-1.2959+1.5392i,-1.3059+1.5392i,130.04+85.56i,9.626-13.228i,9.3372-13.22i
19.422+9.1881i,19.422+9.1881i,-59.01+150.33i,-2.3583-0.88114i,-2.3683-0.88114i,53.3-152.59i,20.499+5.5148i,20.21+5.5234i
0.21811-2.2847i,0.21811-2.2847i,181.59+14.695i,0.0077924+0.26042i,-0.0022604+0.26042i,-181.51+11.675i,0.10649-2.2402i,-0.1823-2.2315i
23.015-5.9129i,23.015-5.9129i,-32.831-164.46i,-2.4537+0.86784i,-2.4637+0.86784i,77.341+148.83i,21.372-9.667i,21.083-9.6582i
7.9087+11.606i,7.9087+11.606i,-129.5+97.51i,-0.93559-1.1549i,-0.94564-1.1549i,121.15-108.09i,9.9099+9.7612i,9.6211+9.77i
8.7067-12.043i,8.7067-12.043i,156.42+102.94i,-0.77054+1.3104i,-0.7806+1.3104i,-164.96-88.135i,6.5352-13.111i,6.2465-13.102i
23.846+6.8389i,23.846+6.8389i,59.504-172.3i,-2.4061-0.46429i,-2.4162-0.46429i,-8.7026+181.95i,24.416+2.332i,24.127+2.341i
0.11905+1.7649i,0.11905+1.7649i,-166.05+13.334i,-0.016599-0.16783i,-0.026652-0.16783i,162.26-38.994i,0.71867+1.6657i,0.42991+1.6748i
22.422-9.8539i,22.422-9.8539i,87.856+168.63i,-1.9716+1.0955i,-1.9816+1.0955i,-96.411-163.76i,20.062-13.526i,19.773-13.516i
12.957+13.612i,12.957+13.612i,147.85-130.98i,-1.2527-1.1039i,-1.2628-1.1039i,-109.88+163.84i,15.22+10.719i,14.932+10.729i
5.5513-11.11i,5.5513-11.11i,-155.78-82.726i,-0.37731+0.99597i,-0.38736+0.99597i,170.97+44.319i,3.588-11.709i,3.2993-11.7i
27.956+3.2775i,27.956+3.2775i,-8.1065+191.87i,-2.326-0.05494i,-2.336-0.05494i,0.42615-192.09i,27.777-2.0274i,27.488-2.018i
1.5027+6.4191i,1.5027+6.4191i,206.64-46.789i,-0.158-0.50059i,-0.16805-0.50059i,-192.66+87.449i,2.9303+5.8838i,2.6416+5.8933i
20.753-13.498i,20.753-13.498i,-96.001-166.16i,-1.4843+1.1871i,-1.4943+1.1871i,140.19+131.21i,17.714-16.892i,17.425-16.883i
19.196+14.516i,19.196+14.516i,-107.47+162.73i,-1.5118-0.93733i,-1.5218-0.93733i,96.668-169.59i,21.504+10.319i,21.216+10.329i
2.7079-8.7293i,2.7079-8.7293i,215.88+61.002i,-0.12257+0.63917i,-0.13263+0.63917i,-222.11-29.51i,1.2272-8.9256i,0.93854-8.916i
31.492-1.4458i,31.492-1.4458i,3.6104-212.35i,-2.1358+0.30854i,-2.1458+0.30854i,63.266+202.7i,30.315-7.4606i,30.027-7.4508i
4.7281+11.42i,4.7281+11.42i,-183.62+83.614i,-0.37494-0.72141i,-0.38499-0.72141i,171.72-106.46i,7.0532+10.064i,6.7645+10.074i
18.076-16.48i,18.076-16.48i,167.41+164.55i,-1.0298+1.1547i,-1.0399+1.1547i,-181.33-148.78i,14.468-19.406i,14.18-19.396i
26.565+13.996i,26.565+13.996i,121.28-202.88i,-1.6877-0.6894i,-1.6978-0.6894i,-54.348+229.85i,28.619+8.2337i,28.33+8.2437i
0.66104-4.7526i,0.66104-4.7526i,-212.87-30.673i,-0.00067225+0.28026i,-0.010725+0.28026i,214.87-14.564i,-0.018005-4.7174i,-0.30667-4.7074i
34.235-7.2416i,34.235-7.2416i,67.813+234.37i,-1.8617+0.59777i,-1.8717+0.59777i,-81.198-230.02i,31.811-13.827i,31.522-13.817i
10.213+16.468i,10.213+16.468i,226.87-131.54i,-0.62664-0.82627i,-0.6367-0.82627i,-184.61+185.88i,13.442+13.795i,13.153+13.805i
14.552-18.405i,14.552-18.405i,-179.7-154.72i,-0.63873+1.0193i,-0.64879+1.0193i,216.5+97.217i,10.573-20.693i,10.284-20.683i
35.056+11.708i,35.056+11.708i,-62.462+246.46i,-1.7676-0.39643i,-1.7777-0.39643i,47.485-249.88i,36.457+4.1066i,36.168+4.117i
0.023716+0.9778i,0.023716+0.9778i,288.75-7.9419i,0.0041169-0.046216i,-0.0059359-0.046216i,-280.94+65.886i,0.51235+0.9269i,0.22373+0.93734i
36.023-14.014i,36.023-14.014i,-81.265-256.4i,-1.5346+0.79522i,-1.5447+0.79522i,161.68+215.03i,32.102-20.985i,31.814-20.975i
18.539+21.237i,18.539+21.237i,-192.83+187.84i,-0.87611-0.82217i,-0.88617-0.82217i,172.49-206.97i,22.593+16.59i,22.305+16.601i
10.438-18.817i,10.438-18.817i,281.8+142.97i,-0.33228+0.80854i,-0.34234+0.80854i,-298.79-102.06i,6.395-20.347i,6.1064-20.337i
44.809+7.2207i,44.809+7.2207i,69.611-302.88i,-1.7502-0.093572i,-1.7602-0.093572i,37.439+308.43i,45.025-2.5351i,44.737-2.5244i
1.6472+8.7112i,1.6472+8.7112i,-287.81+59.961i,-0.084976-0.31355i,-0.095029-0.31355i,272.69-110.64i,3.7339+8.0393i,3.4453+8.0502i
36.767-21.719i,36.767-21.719i,193.98+285.29i,-1.1867+0.89426i,-1.1967+0.89426i,-219.28-266.14i,31.091-28.853i,30.803-28.842i
30.689+25.358i,30.689+25.358i,244.59-267.87i,-1.0926-0.72502i,-1.1026-0.72502i,-148.38+330.78i,35.375+17.821i,35.086+17.832i
6.1235-17.099i,6.1235-17.099i,-312.72-120.09i,-0.12187+0.55292i,-0.13192+0.55292i,333.58+33.424i,2.4768-17.842i,2.1882-17.831i
56.296-0.15525i,56.296-0.15525i,29.635+378.57i,-1.6439+0.188i,-1.6539+0.188i,-57.247-375.36i,54.583-12.489i,54.295-12.478i
6.9096+18.964i,6.9096+18.964i,403.44-138.01i,-0.24007-0.5041i,-0.25012-0.5041i,-353.18+238.4i,11.137+16.77i,10.849+16.781i
36.433-30.444i,36.433-30.444i,-239.18-320.39i,-0.84839+0.8982i,-0.85844+0.8982i,331.46+223.92i,28.706-37.484i,28.418-37.472i
48.557+28.325i,48.557+28.325i,-190.63+383.72i,-1.2532-0.55713i,-1.2633-0.55713i,153.56-400.12i,53.495+16.497i,53.207+16.508i
2.2335-12.177i,2.2335-12.177i,499.76+84.094i,-0.0091984+0.28306i,-0.019251+0.28306i,-506.21+16.941i,-0.29065-12.272i,-0.57916-12.261i
70.547-11.763i,70.547-11.763i,-48.724-496.91i,-1.4649+0.42328i,-1.4749+0.42328i,223.17+446.72i,65.768-27.317i,65.48-27.305i
18.423+32.793i,18.423+32.793i,-432.8+265.78i,-0.43153-0.60964i,-0.44159-0.60964i,386.58-329.74i,25.54+27.479i,25.251+27.49i
34.809-40.309i,34.809-40.309i,484.92+382.24i,-0.54588+0.81876i,-0.55593+0.81876i,-534.85-307.96i,24.703-46.916i,24.415-46.904i
75.487+28.907i,75.487+28.907i,269.24-596.31i,-1.3439-0.34441i,-1.354-0.34441i,-46.802+652.58i,79.876+10.569i,79.587+10.581i
0.033287-1.7564i,0.033287-1.7564i,-653.88-11.848i,0.012719+0.02693i,0.0026666+0.02693i,638.79-141.53i,-0.086301-1.7171i,-0.37477-1.7053i
87.058-29.57i,87.058-29.57i,300.17+737.36i,-1.2348+0.59481i,-1.2448+0.59481i,-387.3-695.22i,77.573-48.792i,77.285-48.78i
39.464+49.414i,39.464+49.414i,735.59-550.26i,-0.63072-0.63091i,-0.64077-0.63091i,-536.64+745.5i,49.936+38.568i,49.648+38.58i
28.006-45.625i,28.006-45.625i,-809.4-524.96i,-0.29922+0.67397i,-0.30927+0.67397i,927.18+268.15i,16.73-50.641i,16.441-50.629i
90.172+18.709i,90.172+18.709i,-191.62+1164.6i,-1.3596-0.11368i,-1.3696-0.11368i,-1.5101-1179.8i,91.774-2.8165i,91.485-2.8044i
1.118+8.0014i,1.118+8.0014i,1470.2-210.63i,-0.042033-0.19226i,-0.052086-0.19226i,-1373.5+564.61i,3.1297+7.4645i,2.8413+7.4767i
-56.31+30.61i,-56.31+30.61i,-933.55-1674.4i,-0.97767+0.69331i,-0.98772+0.69331i,1264.4+1442.8i,-46.132+44.962i,-46.421+44.974i
-378.53-339.82i,-378.53-339.82i,-2248.7+2118.5i,-0.81232-0.57645i,-0.82237-0.57645i,1209-2841i,-451.76-234.24i,-452.05-234.23i
-1689.7+4160i,-1689.7+4160i,3133.9+3698.2i,-0.12124+0.48581i,-0.13129+0.48581i,-4555+1634.6i,-601.26+4449.8i,-601.55+4449.8i
10912+432.33i,10912+432.33i,5582-2944i,-1.3032+0.10985i,-1.3132+0.10985i,5989.1+1948.3i,10677-2293.5i,10677-2293.4i
-4044.7-12770i,-4044.7-12770i,-1404.1-6582.3i,-0.15432-0.35762i,-0.16438-0.35762i,-4090.7-5327.3i,-7093.5-11363i,-7093.8-11363i
-7101.9+5433.4i,-7101.9+5433.4i,-5880.3-324.78i,-0.71778+0.71754i,-0.72783+0.71754i,256.26+5872.7i,-5526.7+7029.9i,-5527+7029.9i
2324.2+1495i,2324.2+1495i,-992.05+4099.3i,-0.95615-0.46092i,-0.9662-0.46092i,2551.2-3351.1i,2622.4+870.99i,2622.1+871i
18.678-81.151i,18.678-81.151i,2511.1+531.22i,-0.017163+0.27774i,-0.027216+0.27774i,-2565.6+38.017i,-1.4736-83.139i,-1.7619-83.127i
