Col0,Col1,Col2,Col3,Col4,Col5,Col6
-1.952+1.8896i,0.2356-1.1419i,0.82011+0.98429i,-1.1145+0.087075i,0.37422-1.0776i,0.71344+1.0677i,-1.1388-0.066647i,0.50694-0.99632i
0.42311+1.0516i,0.36348-1.1778i,0.56891+1.489i,-0.97315-0.41787i,0.47397-1.0411i,0.46522+1.5336i,-0.97252-0.60236i,0.57699-0.8881i
1.1338-1.4542i,0.50263-1.1354i,0.081759+1.7672i,-0.59025-0.75841i,0.55078-0.95443i,-2.891e-13+1.7812i,-0.55078-0.95443i,0.59025-0.75841i
-0.30586-2.5739i,0.61052-1.024i,-0.47813+1.737i,-0.098127-0.83747i,0.58329-0.83953i,-0.52696+1.7372i,-0.018573-1.0221i,0.54686-0.64182i
-1.446-1.013i,0.65707-0.87243i,-0.93459+1.4168i,0.34449-0.64584i,0.56542-0.72464i,-0.95042+1.4224i,0.45311-0.79969i,0.46485-0.56542i
-0.40795+1.1944i,0.63226-0.71948i,-1.1532+0.91377i,0.60356-0.25976i,0.50638-0.6354i,-1.1462+0.94069i,0.72198-0.37269i,0.37252-0.54129i
1.5754+1.4641i,0.54757-0.60198i,-1.0803+0.38644i,0.61012+0.18785i,0.42644-0.58775i,-1.0671+0.44202i,0.71714+0.11406i,0.2986-0.56425i
1.8762-0.051091i,0.43116-0.54431i,-0.75524-0.007246i,0.37819+0.55207i,0.34995-0.58438i,-0.75321+0.074185i,0.45723+0.50488i,0.26322-0.61525i
-0.0087964-0.93845i,0.31866-0.55215i,-0.29351-0.15851i,-0.0041231+0.72201i,0.29793-0.61524i,-0.31515-0.062687i,0.039806+0.68242i,0.27249-0.66863i
-1.8327+0.097362i,0.24229-0.61198i,0.15282-0.038928i,-0.40606+0.65369i,0.28234-0.6616i,0.10349+0.055318i,-0.39325+0.60232i,0.31793-0.7008i
-1.5632+1.5499i,0.22172-0.69616i,0.44388+0.29457i,-0.6974+0.38048i,0.30349-0.70232i,0.37216+0.37216i,-0.70232+0.30349i,0.38048-0.6974i
0.080145+1.2501i,0.25899-0.77185i,0.49483+0.72139i,-0.78928-0.0012254i,0.35101-0.72008i,0.41312+0.7729i,-0.79373-0.1082i,0.43748-0.65694i
0.78289-0.66934i,0.33898-0.81091i,0.2997+1.0976i,-0.66015-0.36531i,0.40775-0.70609i,0.22318+1.122i,-0.64692-0.4963i,0.4701-0.59013i
-0.22773-1.9399i,0.43471-0.79792i,-0.070272+1.3016i,-0.35941-0.59698i,0.45543-0.66188i,-0.12866+1.3063i,-0.31755-0.73801i,0.46897-0.5154i
-1.277-1.1305i,0.51606-0.73407i,-0.49214+1.2714i,0.011351-0.62842i,0.47998-0.59794i,-0.52572+1.2692i,0.083414-0.76221i,0.43633-0.45239i
-0.64307+0.56824i,0.55876-0.63593i,-0.83181+1.0209i,0.33265-0.45809i,0.47533-0.52996i,-0.84203+1.026i,0.42704-0.56958i,0.38439-0.41563i
1.0645+1.0259i,0.55143-0.52972i,-0.98634+0.63282i,0.50558-0.14844i,0.44453-0.47374i,-0.98196+0.65613i,0.60779-0.2294i,0.33062-0.41029i
1.7121-0.035792i,0.49827-0.44302i,-0.91491+0.23006i,0.4822+0.19648i,0.39816-0.44062i,-0.90889+0.27571i,0.57585+0.14515i,0.29177-0.43126i
0.47181-0.84241i,0.41713-0.39644i,-0.64924-0.064485i,0.27863+0.46554i,0.35064-0.43441i,-0.6544+7.2347e-13i,0.35064+0.43441i,0.27863-0.46554i
-1.1238-0.089491i,0.33351-0.39769i,-0.28086-0.16634i,-0.032521+0.57595i,0.31571-0.45088i,-0.30582-0.092768i,0.012014+0.55029i,0.29294-0.49695i
-1.2295+1.2756i,0.27256-0.43987i,0.069707-0.054597i,-0.34726+0.49838i,0.30244-0.47949i,0.023154+0.015471i,-0.32725+0.46291i,0.32755-0.51155i
-0.043971+1.3593i,0.25151-0.50412i,0.29189+0.22382i,-0.56431+0.26426i,0.31286-0.50701i,0.22904+0.27908i,-0.55831+0.20794i,0.36928-0.50192i
0.61833-0.11352i,0.27477-0.5658i,0.31941+0.57119i,-0.61707-0.046319i,0.34187-0.52156i,0.2507+0.60525i,-0.61053-0.12706i,0.40358-0.46908i
-0.15444-1.4199i,0.3331-0.60222i,0.14967+0.87151i,-0.4935-0.33174i,0.37919-0.516i,0.087137+0.88471i,-0.47257-0.43211i,0.4193-0.42164i
-1.182-1.0947i,0.40699-0.59937i,-0.15758+1.0275i,-0.23812-0.5018i,0.41276-0.48978i,-0.20422+1.0267i,-0.19391-0.61046i,0.41202-0.37248i
-0.86299+0.22005i,0.4729-0.5559i,-0.50103+0.99085i,0.064032-0.50594i,0.43241-0.44865i,-0.52743+0.98675i,0.13281-0.60879i,0.3851-0.33433i
0.61279+0.74056i,0.51063-0.48307i,-0.77108+0.77556i,0.3157-0.34806i,0.43276-0.40256i,-0.77947+0.77947i,0.40256-0.43276i,0.34806-0.3157i
1.4832-0.060104i,0.50936-0.4008i,-0.88466+0.45195i,0.43869-0.083529i,0.41453-0.36244i,-0.88293+0.47193i,0.53166-0.14331i,0.31317-0.31835i
0.72698-0.84055i,0.4706-0.33135i,-0.81066+0.12258i,0.39815+0.19999i,0.38398-0.3369i,-0.80964+0.16105i,0.48368+0.16431i,0.29131-0.33713i
-0.63625-0.30588i,0.40734-0.29236i,-0.57825-0.11104i,0.21234+0.41135i,0.3507-0.32979i,-0.58817-0.05793i,0.27962+0.39187i,0.28852-0.36202i
-0.94298+0.99122i,0.33971-0.29164i,-0.26596-0.18049i,-0.054696+0.48507i,0.32457-0.33933i,-0.29313-0.12142i,-0.010435+0.46945i,0.30432-0.38167i
-0.055988+1.376i,0.28852-0.32504i,0.024573-0.071222i,-0.31486+0.40137i,0.31284-0.35891i,-0.020404-0.016745i,-0.29098+0.37685i,0.33223-0.38711i
0.57545+0.28836i,0.26889-0.37812i,0.20133+0.17435i,-0.48465+0.19128i,0.31805-0.37933i,0.14382+0.21524i,-0.47217+0.14867i,0.36218-0.37456i
-0.038935-0.97521i,0.28575-0.43087i,0.21085+0.47175i,-0.5117-0.074683i,0.33752-0.39172i,0.15+0.49447i,-0.49827-0.13818i,0.38397-0.34638i
-1.077-0.97057i,0.33261-0.46406i,0.054103+0.72229i,-0.39059-0.30998i,0.36448-0.3901i,-2.2959e-14+0.72803i,-0.36448-0.3901i,0.39059-0.30998i
-1.0379+0.048379i,0.39391-0.46514i,-0.21511+0.84469i,-0.16338-0.44007i,0.3902-0.37308i,-0.25478+0.83989i,-0.11717-0.52699i,0.38034-0.27514i
0.20635+0.57844i,0.45004-0.43191i,-0.50858+0.80045i,0.094985-0.4259i,0.40679-0.34404i,-0.53092+0.79458i,0.16218-0.50748i,0.35713-0.25074i
1.2059-0.06505i,0.48355-0.37294i,-0.73248+0.60501i,0.30141-0.27543i,0.40947-0.30985i,-0.74022+0.60748i,0.38378-0.34116i,0.32893-0.24188i
0.825-0.86232i,0.48449-0.30463i,-0.81725+0.32161i,0.39133-0.040026i,0.39789-0.27872i,-0.81772+0.33871i,0.47843-0.084267i,0.30501-0.24841i
-0.31211-0.53308i,0.45325-0.2459i,-0.73921+0.040068i,0.33892+0.20296i,0.376-0.25757i,-0.74186+0.073067i,0.41902+0.17927i,0.29282-0.26518i
-0.71717+0.68131i,0.40025-0.21229i,-0.52696-0.1523i,0.16446+0.3755i,0.35071-0.25011i,-0.5403-0.10747i,0.2283+0.36528i,0.29564-0.28398i
-0.022749+1.3015i,0.34243-0.21119i,-0.25123-0.19841i,-0.073204+0.42382i,0.32968-0.25578i,-0.2801-0.14971i,-0.029512+0.41622i,0.31172-0.29633i
0.60526+0.55903i,0.29782-0.23975i,-0.0014676-0.088911i,-0.29625+0.33504i,0.31894-0.27013i,-0.045548-0.045548i,-0.27013+0.31894i,0.33504-0.29625i
0.12566-0.6061i,0.27993-0.286i,0.143+0.13582i,-0.43317+0.14044i,0.32121-0.28633i,0.088945+0.1664i,-0.41653+0.108i,0.35743-0.28214i
-0.92592-0.80662i,0.29362-0.33275i,0.138+0.39955i,-0.44152-0.09543i,0.33515-0.29728i,0.082353+0.41401i,-0.4234-0.1464i,0.37139-0.25713i
-1.1437-0.0091971i,0.33383-0.3631i,-0.012101+0.61513i,-0.32086-0.2961i,0.35595-0.29781i,-0.060597+0.61525i,-0.29101-0.36153i,0.37246-0.22782i
-0.14372+0.51741i,0.38729-0.36567i,-0.25676+0.71247i,-0.11213-0.39786i,0.37693-0.28611i,-0.2918+0.70447i,-0.064218-0.46884i,0.36062-0.20204i
0.90583-0.02038i,0.43689-0.33803i,-0.51618+0.66057i,0.11627-0.36987i,0.39157-0.2642i,-0.5359+0.653i,0.18273-0.43559i,0.34008-0.1862i
0.81115-0.86111i,0.46708-0.28731i,-0.7073+0.47663i,0.2909-0.22348i,0.39555-0.23715i,-0.7148+0.47761i,0.37047-0.27469i,0.31779-0.18324i
-0.11964-0.74316i,0.46868-0.22774i,-0.77034+0.21976i,0.35685-0.0077657i,0.38791-0.21144i,-0.77256+0.23435i,0.44001-0.039708i,0.30103-0.1918i
-0.56522+0.35633i,0.44166-0.1761i,-0.68742-0.028644i,0.29502+0.20679i,0.37127-0.19297i,-0.69289+1.2078e-13i,0.37127+0.19297i,0.29502-0.20679i
0.0076196+1.1477i,0.39496-0.14639i,-0.4876-0.19121i,0.12759+0.35131i,0.35087-0.18526i,-0.5036-0.15277i,0.18881+0.34898i,0.30126-0.22122i
0.66414+0.71109i,0.34351-0.14553i,-0.23681-0.21924i,-0.089732+0.38048i,0.33297-0.18851i,-0.2671-0.17847i,-0.046736+0.37976i,0.31718-0.22851i
0.326-0.32143i,0.3035-0.1713i,-0.016196-0.10775i,-0.28614+0.28678i,0.32284-0.19957i,-0.059831-0.072905i,-0.25872+0.2777i,0.33709-0.22469i
-0.71948-0.64335i,0.28723-0.21318i,0.10398+0.10355i,-0.39866+0.1022i,0.32324-0.21308i,0.052251+0.12615i,-0.37924+0.077896i,0.35416-0.20962i
-1.1666-0.002783i,0.29936-0.2558i,0.086644+0.34371i,-0.39221-0.11254i,0.33367-0.2231i,0.034632+0.35163i,-0.37078-0.15372i,0.36272-0.18689i
-0.42088+0.53172i,0.33554-0.28383i,-0.060737+0.53357i,-0.27045-0.28797i,0.35057-0.22496i,-0.10523+0.52905i,-0.23779-0.342i,0.36006-0.16255i
0.61285+0.084168i,0.38394-0.28681i,-0.2892+0.61124i,-0.074018-0.36823i,0.36852-0.21663i,-0.32091+0.60038i,-0.024618-0.42677i,0.34729-0.14303i
0.72594-0.80745i,0.42906-0.26234i,-0.5245+0.55162i,0.13302-0.32881i,0.38195-0.19925i,-0.54234+0.54234i,0.19925-0.38195i,0.32881-0.13302i
-0.030388-0.90797i,0.45668-0.2167i,-0.69122+0.37392i,0.28406-0.18401i,0.3868-0.17672i,-0.69858+0.3734i,0.36183-0.22343i,0.31082-0.13396i
-0.4917+0.038938i,0.45828-0.1628i,-0.73686+0.13492i,0.33137+0.018214i,0.38174-0.15444i,-0.74047+0.14729i,0.41178-0.0034055i,0.29918-0.14364i
0.0014062+0.93637i,0.43367-0.11597i,-0.64837-0.08967i,0.26116+0.21206i,0.3685-0.13759i,-0.65606-0.064617i,0.33458+0.20683i,0.29752-0.15704i
0.71319+0.76037i,0.39091-0.089132i,-0.45584-0.22965i,0.097595+0.33524i,0.35126-0.12961i,-0.47402-0.19635i,0.15673+0.34002i,0.30606-0.16804i
0.53748-0.12633i,0.3437-0.088767i,-0.22232-0.24277i,-0.10545+0.34894i,0.33532-0.13117i,-0.2539-0.20837i,-0.063227+0.35447i,0.32166-0.17149i
-0.46614-0.51279i,0.30694-0.11294i,-0.023256-0.1279i,-0.28202+0.25i,0.32549-0.14001i,-0.066786-0.099953i,-0.25391+0.24713i,0.33889-0.16488i
-1.105+0.023845i,0.29209-0.152i,0.077788+0.07508i,-0.37545+0.071543i,0.32457-0.15175i,0.027629+0.09108i,-0.35417+0.054144i,0.35192-0.1491i
-0.61265+0.59034i,0.30353-0.19177i,0.049372+0.29847i,-0.35644-0.12809i,0.33261-0.1612i,4.2477e-13+0.30085i,-0.33261-0.1612i,0.35644-0.12809i
0.35515+0.24277i,0.3373-0.21798i,-0.098092+0.46878i,-0.23218-0.28438i,0.34691-0.16402i,-0.13959+0.46015i,-0.19732-0.32911i,0.35104-0.10746i
0.60843-0.68752i,0.38244-0.22087i,-0.31611+0.53027i,-0.043671-0.3474i,0.36291-0.15798i,-0.34525+0.5167i,0.0070708-0.39574i,0.33767-0.092597i
-0.012734-1.0051i,0.4245-0.19812i,-0.53404+0.46271i,0.1478-0.29775i,0.37564-0.14363i,-0.55036+0.45167i,0.21415-0.3404i,0.32086-0.086874i
-0.48991-0.24459i,0.45017-0.15559i,-0.6819+0.28748i,0.28059-0.15248i,0.38121-0.12406i,-0.68911+0.28544i,0.35728-0.18183i,0.30623-0.090583i
-0.060834+0.69616i,0.45145-0.10534i,-0.71287+0.06031i,0.3125+0.040704i,0.37798-0.10393i,-0.71756+0.070674i,0.391+0.028192i,0.29855-0.10089i
0.72073+0.72979i,0.42814-0.061759i,-0.61805-0.14684i,0.23419+0.21912i,0.36707-0.08798i,-0.62757-0.12483i,0.30546+0.22176i,0.30022-0.11281i
0.73093-0.016888i,0.3878-0.037028i,-0.42899-0.26904i,0.071921+0.32534i,0.35191-0.079617i,-0.44905-0.24002i,0.12931+0.33684i,0.31047-0.12095i
-0.18656-0.4362i,0.34335-0.037252i,-0.20726-0.26917i,-0.12124+0.32571i,0.33719-0.079877i,-0.2401-0.2401i,-0.079877+0.33719i,0.32571-0.12124i
-0.96953+0.033807i,0.30888-0.060602i,-0.02444-0.14958i,-0.28268+0.2209i,0.32738-0.087148i,-0.068153-0.12751i,-0.25434+0.22379i,0.34072-0.11232i
-0.71566+0.65916i,0.2952-0.097948i,0.060922+0.048938i,-0.36049+0.045503i,0.3254-0.097702i,0.011775+0.059199i,-0.33802+0.034261i,0.35046-0.095915i
0.15445+0.43708i,0.30649-0.13581i,0.022018+0.26053i,-0.33008-0.14339i,0.33172-0.10687i,-0.025402+0.25791i,-0.30449-0.16953i,0.35171-0.076239i
0.49446-0.50223i,0.33894-0.16065i,-0.12784+0.41561i,-0.20194-0.28473i,0.34425-0.11047i,-0.16698+0.40312i,-0.16531-0.32153i,0.34413-0.058546i
-0.031774-1.0219i,0.38209-0.16317i,-0.33976+0.46319i,-0.017982-0.33321i,0.35903-0.10611i,-0.36678+0.44692i,0.034025-0.37284i,0.33032-0.047369i
-0.54207-0.4708i,0.42215-0.14122i,-0.5452+0.3872i,0.16211-0.27373i,0.37147-0.093861i,-0.5602+0.37432i,0.22887-0.30728i,0.31493-0.045022i
-0.18408+0.458i,0.44641-0.10042i,-0.6781+0.21139i,0.28028-0.12612i,0.37774-0.076237i,-0.68508+0.20782i,0.35643-0.14647i,0.30311-0.050851i
0.66528+0.64878i,0.44722-0.052362i,-0.69607-0.0085173i,0.29873+0.06149i,0.37594-0.057378i,-0.70161-1.8079e-13i,0.37594+0.057378i,0.29873-0.06149i
0.87836+0.021407i,0.42445-0.010873i,-0.59395-0.20289i,0.21206+0.2283i,0.36669-0.041769i,-0.60503-0.18353i,0.28169+0.23845i,0.30316-0.072006i
0.092048-0.42212i,0.38543+0.012367i,-0.40521-0.31063i,0.048811+0.32052i,0.3529-0.032857i,-0.427-0.28531i,0.10469+0.33861i,0.3148-0.077563i
-0.78119-0.00036096i,0.34263+0.011525i,-0.19104-0.29882i,-0.13791+0.3087i,0.33883-0.032006i,-0.2252-0.2744i,-0.097493+0.32607i,0.32968-0.075033i
-0.73771+0.70491i,0.30966-0.011567i,-0.020559-0.17312i,-0.28763+0.19709i,0.3288-0.038094i,-0.064728-0.15627i,-0.25943+0.20556i,0.34275-0.06402i
0.022263+0.64054i,0.29695-0.048022i,0.05145+0.024155i,-0.35208+0.022136i,0.32586-0.047877i,0.0028731+0.029171i,-0.32894+0.016615i,0.34964-0.046977i
0.41326-0.2653i,0.30844-0.084747i,0.0021141+0.22782i,-0.31071-0.15939i,0.33086-0.057002i,-0.043856+0.22048i,-0.28386-0.17928i,0.34805-0.028358i
-0.05217-0.95756i,0.34039-0.10862i,-0.15229+0.37084i,-0.17719-0.2888i,0.34218-0.061352i,-0.18951+0.35454i,-0.13909-0.3186i,0.33857-0.013119i
-0.62168-0.62402i,0.38256-0.11064i,-0.36171+0.40594i,0.0050608-0.32439i,0.35628-0.058311i,-0.38687+0.38687i,0.058311-0.35628i,0.32439-0.0050608i
-0.35972+0.25029i,0.4215-0.0888i,-0.55848+0.32072i,0.177-0.2549i,0.36879-0.047555i,-0.57223+0.30586i,0.24443-0.28022i,0.31028-0.0055606i
0.53762+0.55013i,0.44479-0.048675i,-0.67921+0.14158i,0.28308-0.10305i,0.37584-0.031147i,-0.68585+0.13642i,0.35915-0.11505i,0.30096-0.013128i
0.95801+0.012624i,0.44507-0.0016503i,-0.6851-0.074876i,0.28912+0.081891i,0.37527-0.012883i,-0.69127-0.068085i,0.36554+0.085846i,0.29954-0.023913i
0.34143-0.46576i,0.42228+0.038715i,-0.57447-0.26011i,0.19336+0.24003i,0.36726+0.0028779i,-0.58693-0.24311i,0.26173+0.25766i,0.30645-0.033004i
-0.56788-0.094256i,0.3837+0.060998i,-0.38316-0.35575i,0.026919+0.32024i,0.35431+0.012561i,-0.40662-0.3337i,0.081442+0.34505i,0.31934-0.036074i
-0.69739+0.69955i,0.34163+0.059547i,-0.17299-0.33238i,-0.15625+0.29665i,0.34043+0.014474i,-0.20858-0.31217i,-0.11691+0.32006i,0.33387-0.030827i
-0.042187+0.82334i,0.30949+0.036263i,-0.011808-0.19899i,-0.29684+0.17698i,0.32992+0.0093242i,-0.056717-0.18697i,-0.26914+0.19104i,0.34514-0.017762i
0.38396,0.29751,0.048393,-0.34937,0.32601,1.2959e-13,-0.32601,0.34937
