Col0,Col1,Col2,Col3,Col4,Col5,Col6
-20.21+7.6138i,2.8448-21.619i,17.162+15.555i,-34.738+51.073i,-49.743+3.9512i,-0.076527+0.26061i,-0.016862-0.23426i,0.1079+0.17522i
-5.4599-13.907i,12.078-12.258i,-7.484+27.044i,21.428-47.73i,-8.3333+38.046i,-0.037765+0.06687i,0.040399-0.099799i,-0.037397+0.1188i
3.4224+8.963i,0.26286-9.0512i,-3.7041+0.73678i,-34.159+37.056i,36.72+23.376i,0.076534+0.19195i,-0.07926-0.12172i,0.070927+0.034508i
-18.154+2.3138i,4.3401-18.305i,13.503+17.303i,22.587-34.959i,47.687-17.828i,-0.089246+0.19437i,0.012547-0.1888i,0.065902+0.15689i
-0.098438-10.728i,9.14-9.1197i,-9.6965+20.501i,-33.009+26.137i,20.867-46.324i,-0.0037444+0.057562i,0.020181-0.075616i,-0.033803+0.083119i
0.24781+10.135i,-0.23341-9.4572i,0.0023235-5.7039e-05i,22.985-25.075i,-14.845-40.343i,0.044315+0.18963i,-0.059995-0.12509i,0.067305+0.043103i
-15.333-1.7977i,5.2026-15.357i,9.7576+18.255i,-31.461+17.847i,-28.205-9.6522i,-0.088442+0.14132i,0.028521-0.15023i,0.035379+0.13818i
3.2457-7.2201i,6.779-7.1886i,-10.51+14.924i,22.428-17.532i,-11.917+16.164i,0.018821+0.059927i,0.004465-0.063844i,-0.027128+0.058853i
-2.7294+9.9217i,-0.15002-9.6583i,2.8902+0.42871i,-29.196+11.334i,15.996+16.122i,0.014467+0.18015i,-0.040702-0.12417i,0.061258+0.050859i
-12.095-4.7195i,5.5972-12.817i,6.0965+18.454i,21.043-11.318i,29.811-5.3917i,-0.078924+0.10069i,0.035227-0.11873i,0.013385+0.12021i
4.9665-3.7629i,4.9313-6.0543i,-10.251+10.251i,-26.682+5.8356i,19.26-27.01i,0.031344+0.068374i,-0.0065129-0.059663i,-0.019227+0.042627i
-5.2134+8.7059i,0.24633-9.6496i,4.9494+1.6351i,19.487-6.1554i,-3.1748-29.854i,-0.01107+0.16513i,-0.022906-0.11958i,0.053686+0.057344i
-8.7116-6.5122i,5.6466-10.659i,2.6604+17.935i,-24.261+1.4932i,-16.952-13.316i,-0.064283+0.071133i,0.035761-0.093716i,-0.0022493+0.10322i
5.4029-0.62876i,3.5221-5.4446i,-9.1774+6.4635i,17.723-2.2383i,-11.408+5.8628i,0.035416+0.079062i,-0.013049-0.05983i,-0.011138+0.032251i
-7.0293+6.8195i,0.79068-9.447i,6.1819+3.3043i,-21.593-1.7665i,6.5612+11.062i,-0.031212+0.14622i,-0.0074615-0.11209i,0.045094+0.06233i
-5.4236-7.2754i,5.445-8.8546i,-0.41155+16.765i,15.53+0.85664i,19.563-0.26618i,-0.047309+0.051324i,0.032389-0.074537i,-0.012951+0.087351i
4.8602+1.9855i,2.4874-5.1742i,-7.5258+3.5594i,-18.756-4.4833i,16.739-16.504i,0.0327+0.089327i,-0.01568-0.062128i,-0.0035289+0.026261i
-8.0949+4.5613i,1.3764-9.0771i,6.6198+5.1662i,13.316+3.4725i,2.3969-22.563i,-0.045459+0.12509i,0.0051524-0.10253i,0.035873+0.065674i
-2.4388-7.1459i,5.0689-7.3741i,-2.9933+15.048i,-16.164-6.6366i,-10.039-13.949i,-0.030217+0.039875i,0.026828-0.060523i,-0.019696+0.072727i
3.6249+3.9501i,1.7714-5.1123i,-5.5232+1.5285i,11.255+5.3542i,-9.81+0.21506i,0.024913+0.09737i,-0.015075-0.065021i,0.0031344+0.0236i
-8.4052+2.1987i,1.9333-8.5723i,6.3334+6.9878i,-13.647-8.0238i,1.7107+7.3143i,-0.05379+0.10336i,0.014728-0.091729i,0.026389+0.067299i
0.076024-6.2935i,4.582-6.1896i,-4.9864+12.927i,9.055+6.5828i,12.988+1.899i,-0.014726+0.035312i,0.020394-0.05097i,-0.023217+0.059516i
1.9681+5.2005i,1.3236-5.164i,-3.3865+0.33354i,-11.04-8.9908i,14.21-10.128i,0.013774+0.10209i,-0.011984-0.067468i,0.0085213+0.023435i
-8.0197-0.037451i,2.4158-7.9679i,5.4309+8.5763i,6.8567+7.5444i,5.209-17.167i,-0.056602+0.08252i,0.021282-0.080473i,0.017008+0.067198i
2.0029-4.9124i,4.0386-5.2722i,-6.3308+10.562i,-8.6771-9.7081i,-5.4057-13.401i,-0.0020826+0.036078i,0.014084-0.045134i,-0.02412+0.047892i
0.1399+5.7337i,1.0963-5.2599i,-1.3148-0.096982i,4.9568+8.1235i,-7.9312-3.084i,0.00094309+0.10296i,-0.0071785-0.068808i,0.012412+0.02506i
-7.0493-1.9604i,2.7965-7.3i,4.0524+9.7835i,-6.5955-9.9261i,-0.87919+4.4217i,-0.054634+0.063815i,0.02502-0.069477i,0.0080844+0.065445i
3.2782-3.2084i,3.4839-4.5911i,-7.0117+8.1285i,3.1499+8.1893i,8.5049+2.6414i,0.0069221+0.040579i,0.0086151-0.042242i,-0.02295+0.038011i
-1.6388+5.6032i,1.0441-5.35i,0.51986+0.13022i,-4.5312-9.7733i,11.867-6.0208i,-0.012066+0.099958i,-0.0014115-0.068694i,0.014692+0.027846i
-5.6421-3.434i,3.0624-6.6036i,2.3603+10.511i,1.3545+8.0602i,6.5578-13.022i,-0.048886+0.048202i,0.026301-0.059334i,-4.7101e-05+0.062188i
3.8934-1.3856i,2.9548-4.1136i,-7.0599+5.7939i,-2.6492-9.5351i,-2.1468-12.335i,0.011936+0.047257i,0.0044578-0.04152i,-0.02023+0.029991i
-3.1854+4.909i,1.1235-5.4003i,1.9814+0.87831i,-0.13835+7.8026i,-6.0577-5.0205i,-0.02396+0.093478i,0.0046288-0.067031i,0.015348+0.031232i
-3.9677-4.3768i,3.2114-5.911i,0.52621+10.711i,-1.1338-9.0513i,-2.2068+2.1327i,-0.040517+0.036298i,0.025591-0.050499i,-0.007094+0.057654i
3.8919+0.36803i,2.4797-3.8055i,-6.5493+3.7101i,-1.3776+7.2043i,5.3551+2.6393i,0.013011+0.054667i,0.0018558-0.042221i,-0.016464+0.023885i
-4.3637+3.7866i,1.2938-5.3897i,2.9771+1.9892i,0.24713-8.2627i,9.7439-3.3059i,-0.033724+0.084212i,0.010353-0.063922i,0.014463+0.034713i
-2.202-4.7622i,3.2505-5.2504i,-1.2813+10.389i,-2.5747+6.4355i,7.0567-9.7749i,-0.030747+0.028364i,0.023419-0.043266i,-0.012824+0.052131i
3.3617+1.8923i,2.0789-3.632i,-5.5896+2i,1.5165-7.4563i,0.19725-11.036i,0.010545+0.061558i,0.00085628-0.043662i,-0.012138+0.019674i
-5.0878+2.3932i,1.5181-5.3079i,3.4609+3.2951i,-3.5457+5.6981i,-4.3076-6.0942i,-0.040672+0.073063i,0.015298-0.05962i,0.012211+0.037858i
-0.51175-4.6157i,3.193-4.6447i,-2.9101+9.5933i,2.4412-6.6199i,-2.7656+0.30288i,-0.020758+0.02432i,0.020339-0.037775i,-0.017082+0.045959i
2.4248+3.0649i,1.7648-3.5588i,-4.316+0.7489i,-4.1937+4.8135i,3.1231+2.2396i,0.0052081+0.066933i,0.0013426-0.045251i,-0.0077059+0.017256i
-5.3241+0.89266i,1.7636-5.1538i,3.4341+4.6304i,3.1388-5.5845i,7.8419-1.5165i,-0.044458+0.061035i,0.019142-0.054476i,0.0088449+0.040316i
0.95854-4.0073i,3.0572-4.1113i,-4.2348+8.4132i,-4.7498+3.785i,7.039-7.2105i,-0.011604+0.023774i,0.016879-0.034011i,-0.019799+0.039503i
1.2254+3.8081i,1.5421-3.5534i,-2.8779-1.9554e-13i,3.7724-4.543i,1.8826-9.6433i,-0.00214+0.070094i,0.0030715-0.046517i,-0.0035745+0.016449i
-5.0882-0.55777i,2.0028-4.9332i,2.9419+5.8445i,-5.1837+2.8594i,-2.7316-6.5925i,-0.045067+0.049133i,0.021711-0.04889i,0.004674+0.041826i
2.0968-3.042i,2.8639-3.6612i,-5.166+6.9655i,4.1585-3.6189i,-2.8284-1.1532i,-0.0041344+0.026091i,0.013509-0.031831i,-0.021+0.033129i
-0.084447+4.0905i,1.4092-3.5862i,-1.4257-0.24739i,-5.317+1.9644i,1.5545+1.6372i,-0.010546+0.070664i,0.0057142-0.047118i,-8.475e-05+0.016997i
-4.4392-1.8207i,2.2141-4.6576i,2.0664+6.812i,4.2783-2.6291i,6.156-0.38051i,-0.042785+0.038269i,0.022972-0.043268i,4.5844e-05+0.04223i
2.8308-1.8478i,2.6351-3.2995i,-5.6547+5.3837i,-5.3095+0.9768i,6.7038-5.1844i,0.0010521+0.03046i,0.010614-0.030984i,-0.0208+0.027186i
-1.3576+3.9267i,1.3589-3.6312i,-0.098581-0.035273i,4.3491-1.6256i,3.0638-8.2358i,-0.019057+0.068577i,0.0088976-0.046851i,0.0025031+0.018589i
-3.4702-2.7886i,2.3817-4.3417i,0.91781+7.4414i,-5.2699+0.094643i,-1.3478-6.6964i,-0.038143+0.029187i,0.023018-0.037979i,-0.0046806+0.041472i
3.131-0.56278i,2.392-3.0254i,-5.6945+3.8049i,4.3012-0.8048i,-2.5627-2.2879i,0.0036387+0.03598i,0.00847-0.031151i,-0.019397+0.021975i
-2.4646+3.3713i,1.3793-3.6673i,0.98647+0.55883i,-5.023-0.63022i,0.48009+0.94715i,-0.026801+0.064055i,0.012244-0.045649i,0.0040213+0.020873i
-2.2976-3.3908i,2.4961-4.0025i,-0.3773+7.6801i,4.0128-0.049341i,4.6846+0.27604i,-0.031845+0.022411i,0.02204-0.03333i,-0.00916+0.039598i
3.0105+0.67839i,2.1543-2.8332i,-5.3191+2.3578i,-4.6103-1.3728i,6.1767-3.5922i,0.0035912+0.041751i,0.0072366-0.031971i,-0.017055+0.017731i
-3.3031+2.5115i,1.4557-3.6784i,1.743+1.4305i,3.667+0.72023i,3.8431-6.8681i,-0.033062+0.057555i,0.015406-0.043559i,0.0044001+0.023485i
-1.0483-3.597i,2.5532-3.6571i,-1.6878+7.5162i,-4.2192-2.0456i,-0.15686-6.5266i,-0.024691+0.018212i,0.020305-0.029538i,-0.013085+0.036743i
2.52+1.7558i,1.9383-2.713i,-4.5972+1.1515i,3.3201+1.3161i,-2.0831-3.1362i,0.0011359+0.046944i,0.0069597-0.033085i,-0.014084+0.014611i
-3.8053+1.4565i,1.5716-3.6536i,2.121+2.4589i,-3.7476-2.5071i,-0.21844+0.23852i,-0.037331+0.049704i,0.018094-0.040729i,0.0036673+0.026071i
0.15269-3.4171i,2.5543-3.3219i,-2.89+6.9771i,2.8145+1.7504i,3.4283+0.57581i,-0.017492+0.016602i,0.018115-0.026725i,-0.01621+0.033119i
1.7415+2.5746i,1.757-2.6519i,-3.6243+0.26735i,-3.1252-2.9045i,5.5392-2.3548i,-0.0032837+0.050876i,0.0075797-0.034161i,-0.010818+0.01268i
-3.9413+0.32613i,1.71-3.5874i,2.1088+3.5183i,2.2378+2.1801i,4.296-5.5809i,-0.039338+0.041225i,0.020101-0.037377i,0.0019405+0.028313i
1.1936-2.8973i,2.5049-3.011i,-3.878+6.124i,-2.5379-3.2752i,0.8488-6.1658i,-0.010999+0.017353i,0.015781-0.02491i,-0.018362+0.028992i
0.77772+3.0713i,1.6189-2.6351i,-2.5127-0.24748i,1.7374+2.4945i,-1.4754-3.7261i,-0.0090657+0.053059i,0.0089509-0.034923i,-0.0075872+0.011914i
-3.7191-0.76132i,1.8545-3.4788i,1.7318+4.4894i,-1.9903-3.4528i,-0.62604-0.44677i,-0.039055+0.032859i,0.021307-0.033759i,-0.00058685+0.029949i
1.9854-2.1131i,2.4141-2.7358i,-4.5725+5.045i,1.1897+2.6081i,2.3866+0.61333i,-0.00583+0.020035i,0.013591-0.024023i,-0.019456+0.024659i
-0.25808+3.2185i,1.5286-2.6469i,-1.3801-0.38191i,-1.3468-3.5019i,4.8453-1.4122i,-0.015519+0.053228i,0.010865-0.035167i,-0.0046942+0.0122i
-3.1815-1.6997i,1.9906-3.3314i,1.0482+5.2698i,0.57073+2.683i,4.4853-4.4054i,-0.036683+0.025292i,0.021687-0.030143i,-0.0036647+0.030788i
2.4689-1.161i,2.2931-2.5041i,-4.9263+3.8445i,-0.7244-3.5522i,1.6796-5.6716i,-0.0024276+0.024072i,0.011785-0.023914i,-0.019498+0.02042i
-1.2537+3.0242i,1.4862-2.6724i,-0.33902-0.16034i,0.053801+2.7173i,-0.80652-4.0856i,-0.021937+0.051348i,0.013077-0.034776i,-0.0023924+0.013353i
-2.3995-2.4044i,2.1066-3.1517i,0.14194+5.782i,-0.22281-3.4797i,-0.80446-1.0822i,-0.032616+0.019093i,0.021298-0.026778i,-0.0070095+0.030727i
2.6184-0.14731i,2.1542-2.32i,-4.927+2.6335i,-0.40272+2.5736i,1.5547+0.46582i,-0.0010256+0.028801i,0.010536-0.024381i,-0.018576+0.016559i
-2.1084+2.5295i,1.4885-2.6977i,0.5133+0.36151i,0.29433-3.2519i,4.1322-0.71877i,-0.027664+0.047601i,0.015336-0.033719i,-0.00086759+0.015131i
-1.4638-2.819i,2.1936-2.949i,-0.88694+5.9793i,-0.90762+2.3559i,4.4672-3.3635i,-0.027389+0.014663i,0.020274-0.02387i,-0.010329+0.029746i
2.4422+0.82215i,2.0101-2.1841i,-4.5963+1.5184i,0.81221-3.0299i,2.3452-5.0857i,-0.0016416+0.033547i,0.0099421-0.025187i,-0.016856+0.013313i
-2.7417+1.8021i,1.5288-2.7112i,1.1033+1.1033i,-1.3284+2.1594i,-0.1292-4.2446i,-0.032158+0.042355i,0.017406-0.032042i,-0.00022639+0.017259i
-0.47521-2.9188i,2.2462-2.7335i,-1.932+5.8482i,1.1832-2.7761i,-0.7998-1.6493i,-0.021619+0.01221i,0.018795-0.021567i,-0.013349+0.027915i
1.9797+1.6521i,1.8724-2.0934i,-3.9862+0.5913i,-1.6153+1.8559i,0.92156+0.19736i,-0.0040897+0.037685i,0.010023-0.026093i,-0.014558+0.01086i
-3.0997+0.92904i,1.5986-2.704i,1.3865+1.9687i,1.4881-2.3863i,3.4281-0.23982i,-0.035033+0.03611i,0.019094-0.029863i,-0.00049121+0.019449i
0.46595-2.7116i,2.2627-2.5164i,-2.8908+5.4083i,-1.9068+1.4587i,4.2929-2.4675i,-0.015938+0.011739i,0.017076-0.019949i,-0.015831+0.025376i
1.296+2.2666i,1.7511-2.0423i,-3.1726-0.077884i,1.8062-1.9884i,2.853-4.441i,-0.0080108+0.040696i,0.010724-0.026874i,-0.011941+0.009303i
-3.1593+0.0065308i,1.6879-2.6705i,1.3505+2.8553i,-2.1561+1.1147i,0.51747-4.2357i,-0.036092+0.029446i,0.020261-0.027345i,-0.0016023+0.02143i
1.2693-2.2351i,2.2443-2.3079i,-3.6744+4.7083i,2.0026-1.6384i,-0.64871-2.1327i,-0.010929+0.01306i,0.015334-0.019021i,-0.017598+0.022329i
0.47453+2.6148i,1.6541-2.0229i,-2.2472-0.44699i,-2.2491+0.75534i,0.46984-0.13999i,-0.012918+0.042214i,0.011929-0.027347i,-0.009276+0.0086642i
-2.928-0.86936i,1.786-2.608i,1.014+3.6642i,2.0754-1.211i,2.7571+0.052711i,-0.03533+0.022957i,0.020831-0.024682i,-0.0034267+0.022963i
1.8627-1.5517i,2.1952-2.1171i,-4.2152+3.8205i,-2.2957+0.31064i,4.0078-1.7199i,-0.007077+0.015822i,0.01377-0.018724i,-0.018542+0.019014i
-0.39242+2.6754i,1.5864-2.0259i,-1.3076-0.50441i,2.1559-0.75674i,3.2092-3.766i,-0.018254+0.04205i,0.01348-0.027379i,-0.0068247+0.0088876i
-2.4423-1.6122i,1.8829-2.517i,0.42446+4.3096i,-2.3428-0.081792i,1.1069-4.0919i,-0.032926+0.017193i,0.0208-0.022071i,-0.005773+0.023869i
2.1984-0.74115i,2.1218-1.9511i,-4.4722+2.832i,2.1723-0.39624i,-0.38337-2.5195i,-0.0047199+0.019553i,0.012552-0.018941i,-0.018633+0.015686i
-1.2128+2.4565i,1.5502-2.0414i,-0.4485-0.26882i,-2.2626-0.40714i,0.17808-0.50605i,-0.023445+0.040201i,0.01519-0.0269i,-0.0048148+0.0098457i
-1.7621-2.1531i,1.9695-2.4007i,-0.34859+4.7258i,2.0488-0.036494i,2.1409+0.18408i,-0.029216+0.012605i,0.020224-0.019694i,-0.0084108+0.024035i
2.2565+0.1081i,2.0318-1.8146i,-4.4339+1.8366i,-2.0956-0.78108i,3.6504-1.1158i,-0.0040276+0.023712i,0.011795-0.019515i,-0.017917+0.012594i
-1.9037+1.9935i,1.5451-2.0598i,0.24791+0.21385i,1.912+0.35922i,3.4209-3.088i,-0.027965+0.036841i,0.016871-0.025904i,-0.0034226+0.011354i
-0.96412-2.4465i,2.0387-2.2643i,-1.2206+4.873i,-1.9553-1.1258i,1.6234-3.8441i,-0.024652+0.0095098i,0.019213-0.0177i,-0.011093+0.023421i
2.0456+0.90787i,1.9338-1.7101i,-4.1179+0.92472i,1.7759+0.65693i,-0.034795-2.7996i,-0.0049924+0.027749i,0.011558-0.020266i,-0.016512+0.0099564i
-2.3994+1.345i,1.5681-2.0725i,0.71891+0.876i,-1.752-1.3546i,0.023263-0.87159i,-0.031379+0.032291i,0.018349-0.024445i,-0.0027596+0.013188i
-0.13347-2.4739i,2.0851-2.1146i,-2.1011+4.74i,1.5276+0.8816i,1.5995+0.17995i,-0.019748+0.0080592i,0.017912-0.016192i,-0.013577+0.022065i
1.6006+1.579i,1.8363-1.637i,-3.5685+0.17531i,-1.4478-1.5774i,3.2514-0.64504i,-0.007438+0.031155i,0.01184-0.021015i,-0.01459+0.0079421i
-2.6566+0.585i,1.6143-2.0722i,0.9266+1.6357i,1.2407+1.1332i,3.4983-2.4333i,-0.033387+0.026986i,0.019485-0.022624i,-0.0028648+0.015106i
0.6452-2.244i,2.1062-1.9592i,-2.9023+4.3437i,-1.1734-1.7995i,2.0594-3.5192i,-0.01503+0.0082356i,0.01649-0.015217i,-0.01565+0.020075i
0.97839+2.0585i,1.7472-1.5928i,-2.8508-0.35162i,1.0032+1.3165i,0.36587-2.9671i,-0.011046+0.033516i,0.012584-0.021594i,-0.012367+0.0066594i
-2.6578-0.20415i,1.6771-2.0538i,0.86055+2.4051i,-0.91022-1.9013i,-0.016461-1.2165i,-0.033846+0.021418i,0.020183-0.020581i,-0.003704+0.016872i
1.2959-1.7912i,2.1016-1.806i,-3.5481+3.7267i,0.7141+1.3831i,1.1489+0.067984i,-0.010981+0.0098608i,0.015116-0.014767i,-0.017143+0.017613i
0.25093+2.3056i,1.6731-1.5729i,-2.0439-0.62001i,-0.56517-1.9426i,2.8339-0.29581i,-0.015393+0.034544i,0.013688-0.021871i,-0.010073+0.0061466i
-2.4124-0.94074i,1.7493-2.0142i,0.53777+3.0992i,0.37089+1.4503i,3.4562-1.8263i,-0.032776+0.01609i,0.020399-0.018471i,-0.0051757+0.018274i
1.7586-1.1707i,2.0731-1.6622i,-3.9802+2.9519i,-0.23446-2.0021i,2.4122-3.1391i,-0.0079927+0.01262i,0.013943-0.014782i,-0.017948+0.014881i
-0.50213+2.3043i,1.6187-1.5713i,-1.2325-0.62039i,0.096201+1.4953i,0.78797-3.0226i,-0.019999+0.034106i,0.015015-0.021757i,-0.0079363+0.0063712i
-1.9539-1.5516i,1.8232-1.9527i,-8.0613e-13+3.6442i,0.026008-1.9762i,0.039824-1.5268i,-0.030353+0.011462i,0.020143-0.016452i,-0.0071228+0.019146i
1.9945-0.45233i,2.0245-1.5338i,-4.164+2.096i,-0.15846+1.4206i,0.79966-0.1222i,-0.0063338+0.016099i,0.013092-0.015158i,-0.018024+0.012102i
-1.2018+2.0642i,1.5868-1.581i,-0.49871-0.36987i,0.32193-1.8548i,2.4156-0.056567i,-0.024377+0.032226i,0.016415-0.02121i,-0.0061624+0.0072347i
-1.3363-1.9791i,1.892-1.8706i,-0.69124+3.9837i,-0.46306+1.3129i,3.3143-1.287i,-0.026883+0.0079076i,0.019474-0.014666i,-0.0093488+0.019378i
1.9888+0.28667i,1.9611-1.4254i,-4.0904+1.2408i,0.62519-1.7528i,2.6814-2.7215i,-0.0061254+0.01983i,0.012644-0.015763i,-0.017399+0.0094955i
-1.7774+1.6188i,1.5782-1.595i,0.086151+0.090488i,-0.70974+1.2253i,1.2032-2.9734i,-0.028084+0.029076i,0.017736-0.020242i,-0.0049136+0.0085843i
-0.62771-2.1862i,1.9494-1.7711i,-1.4614+4.0843i,0.83159-1.6227i,0.17601-1.7924i,-0.022767+0.0056773i,0.018492-0.013224i,-0.011638+0.018926i
1.752+0.96994i,1.889-1.3397i,-3.7764+0.46577i,-0.87764+1.0535i,0.55537-0.36074i,-0.0073357+0.023342i,0.012633-0.016448i,-0.016167+0.0072593i
-2.1737+1.021i,1.5916-1.6064i,0.46801+0.70043i,1.0151-1.3935i,2.0108+0.082842i,-0.030759+0.024957i,0.018843-0.018912i,-0.004297+0.010228i
0.097008-2.1595i,1.9909-1.659i,-2.2305+3.9374i,-1.0702+0.82219i,3.096-0.82952i,-0.018458+0.0048805i,0.017325-0.012199i,-0.013775+0.017815i
1.3171+1.5295i,1.8149-1.2777i,-3.2621-0.16025i,1.2207-1.1693i,2.867-2.2815i,-0.0097887+0.026204i,0.013041-0.017068i,-0.014473+0.005551i
-2.3553+0.33741i,1.6241-1.6092i,0.61485+1.3871i,-1.2347+0.63445i,1.588-2.8328i,-0.032164+0.020259i,0.019629-0.017315i,-0.0043557+0.011956i
0.76387-1.9097i,2.0134-1.5399i,-2.9215+3.5599i,1.3391-0.97388i,0.37785-2.0042i,-0.014411+0.0054781i,0.016112-0.011615i,-0.015565+0.016131i
0.73627+1.912i,1.7449-1.2381i,-2.6062-0.58524i,-1.2927+0.42206i,0.41236-0.61991i,-0.013187+0.028071i,0.013808-0.017493i,-0.012503+0.0044748i
-2.31-0.35918i,1.6711-1.5988i,0.51914+2.0725i,1.3845-0.70914i,1.6329+0.1316i,-0.032198+0.015421i,0.02003-0.015574i,-0.0050668+0.013555i
1.3072-1.4696i,2.0158-1.4196i,-3.4674+2.991i,-1.3371+0.14283i,2.8258-0.46058i,-0.011039+0.0072914i,0.014993-0.011452i,-0.016855+0.014016i
0.074466+2.0841i,1.6847-1.2182i,-1.8799-0.77866i,1.4512-0.42837i,2.9691-1.8338i,-0.017147+0.028716i,0.014839-0.017623i,-0.01046+0.0040725i
-2.0489-0.99683i,1.7274-1.5721i,0.1978+2.6816i,-1.3864-0.093014i,1.9252-2.6183i,-0.030903+0.010881i,0.020021-0.013823i,-0.0063459+0.014836i
1.6757-0.89055i,1.9988-1.3043i,-3.8178+2.2883i,1.4682-0.21414i,0.63126-2.1539i,-0.0086705+0.010026i,0.014088-0.011649i,-0.01754+0.011646i
-0.59712+2.0346i,1.6386-1.2138i,-1.1589-0.73385i,-1.3392-0.2918i,0.36109-0.87641i,-0.021239+0.028043i,0.016012-0.017396i,-0.0085515+0.0043218i
-1.6048-1.5119i,1.787-1.5277i,-0.31016+3.1491i,1.3872+0.017244i,1.2949+0.099348i,-0.028457+0.0070388i,0.019626-0.012193i,-0.0080562+0.015645i
1.8377-0.23613i,1.9648-1.1991i,-3.9433+1.5211i,-1.2409-0.54032i,2.5267-0.18021i,-0.0075216+0.013303i,0.013491-0.012107i,-0.017578+0.0092215i
-1.2085+1.7753i,1.6096-1.2199i,-0.51639-0.46803i,1.3114+0.27984i,2.9887-1.3937i,-0.025035+0.026101i,0.017198-0.016792i,-0.0069619+0.0051399i
-1.0282-1.8551i,1.8442-1.4661i,-0.94817+3.4262i,-1.1698-0.76421i,2.2043-2.3489i,-0.025151+0.0042075i,0.018906-0.010797i,-0.010024+0.01588i
1.7832+0.42419i,1.9174-1.1082i,-3.838+0.76343i,1.2335+0.46755i,0.9207-2.2341i,-0.0076755+0.016703i,0.013257-0.012708i,-0.01699+0.0069408i
-1.6981+1.3388i,1.5991-1.2308i,-0.015522-0.019889i,-1.043-0.90783i,0.38843-1.1127i,-0.02815+0.023067i,0.01827-0.015835i,-0.0058412+0.0063929i
