Col0,Col1,Col2,Col3,Col4,Col5,Col6
4.4301+3.584i,-1.8746-5.0964i,-2.4212+1.8776i,-78.676+19.183i,37.904-89.9i,-16.358+12.685i,13.627+0.56006i,2.6324-13.249i
2.6399-0.94537i,3.4429+0.44649i,-6.3295+0.46689i,81.575-59.061i,-90.102-64.838i,3.9802-0.29359i,-0.57473+19.531i,-3.4013-19.379i
6.2464-4.4024i,0.44847+7.6387i,-6.727-3.7836i,-8.443+113.03i,-92.179+47.841i,21.866+12.298i,-22.014+13.366i,0.30741-25.762i
10.908-2.3851i,-7.346+7.7685i,-3.0358-5.94i,-70.771-81.117i,23.595+88.037i,16.596+32.474i,-24.104-8.3071i,7.6826-24.106i
10.832+2.7122i,-10.472+0.66525i,0.39048-3.4251i,97.913-0.9286i,93.347+6.8387i,-4.0201+35.262i,-5.4625-18.612i,9.5221-16.515i
6.051+4.5313i,-5.0416-4.9471i,-0.64817+0.77033i,-54.067+37.463i,26.646-76.099i,-15.123+17.974i,10.785-6.386i,4.2604-11.541i
2.5537+0.66705i,2.3755-2.0182i,-5.0994+1.4958i,49.69-68.099i,-77.794-46.414i,-4.8653+1.4271i,6.2153+12.117i,-1.395-13.632i
4.8981-4.1708i,2.637+6.1268i,-7.7241-2.3949i,27.896+94.792i,-76.343+49.164i,12.935+4.0106i,-11.658+14.568i,-1.1928-18.684i
10.403-3.8868i,-4.7725+9.6778i,-5.2885-6.4845i,-78.49-42.956i,23.315+75.221i,16.762+20.553i,-20.268-0.70538i,3.6534-19.842i
12.3+1.337i,-10.933+4.2839i,-0.58384-5.9278i,82.016-25.444i,80.313-1.8026i,2.96+30.054i,-9.7102-14.326i,6.8206-15.624i
8.1588+5.0566i,-8.2737-3.4739i,0.70767-1.3338i,-34.973+49.59i,18.344-71.032i,-11.275+21.251i,6.5142-10.259i,4.7136-10.917i
3.1143+2.5001i,0.071185-3.9479i,-3.1906+1.7307i,23.31-72.309i,-72.817-35.616i,-9.3843+5.0903i,9.0934+5.4878i,0.22495-10.618i
3.645-3.3309i,3.878+3.7576i,-7.8009-0.69589i,54.88+75.254i,-66.495+52.804i,5.2348+0.46698i,-3.8583+13.463i,-1.3486-14.027i
9.4198-5.1679i,-1.7315+10.472i,-7.5642-6.054i,-79.211-11.363i,25.479+69.276i,14.473+11.584i,-15.706+4.6829i,1.3466-16.3i
13.452-0.51585i,-10.139+8.0173i,-2.5857-8.0759i,66.699-43.399i,73.081-8.4673i,7.6584+23.919i,-12.18-9.3813i,4.6102-14.47i
10.683+4.9926i,-11.098-0.67109i,1.2109-4.2735i,-16.817+58.631i,10.987-69.993i,-6.3479+22.403i,1.8382-11.668i,4.4964-10.651i
4.4763+4.3982i,-3.2854-4.8685i,-0.95549+0.81912i,-1.3353-71.701i,-72.138-28.299i,-10.705+9.1773i,9.2525-0.11799i,1.3857-9.0585i
2.7147-1.8182i,3.8113+0.91408i,-6.799+0.83858i,75.407+52.993i,-59.746+57.874i,-0.88565+0.10923i,1.777+10.736i,-0.90424-10.923i
8.0026-6.0151i,1.2986+9.9918i,-9.3942-4.6926i,-74.314+16.591i,29.532+66.873i,10.653+5.3212i,-10.694+7.9883i,0.11871-13.367i
14.121-2.7588i,-8.1065+11.398i,-5.4335-9.4558i,50.735-57.511i,69.366-14.391i,10.077+17.537i,-12.849-4.3646i,2.8653-13.14i
13.505+4.1756i,-13.067+3.3153i,0.49861-7.7284i,2.6161+64.953i,3.6905-71.302i,-1.3921+21.577i,-2.4898-11.073i,3.8999-10.424i
6.7845+6.1485i,-7.3727-4.368i,1.1165-1.4674i,-25.111-65.569i,-74.695-22.54i,-9.6798+12.722i,7.5221-4.3933i,2.1032-8.2973i
2.3984+0.38708i,2.189-1.8994i,-4.7442+1.6484i,90.113+27.599i,-54.923+64.363i,-5.1608+1.7932i,5.3604+7.044i,-0.23842-8.8882i
6.2736-6.1864i,3.7744+8.2474i,-10.318-2.652i,-64.188+42.052i,35.387+66.633i,6.1369+1.5773i,-5.6943+9.3358i,-0.40133-10.981i
14.157-5.237i,-5.0199+13.979i,-8.7773-9.7442i,33.132-68.813i,68.267-20.424i,10.413+11.56i,-11.888+0.16315i,1.5617-11.724i
16.463+2.458i,-13.804+8.2142i,-1.6704-11.261i,24.538+67.904i,-4.1002-74.44i,2.8384+19.135i,-5.9158-8.9711i,3.1204-10.098i
10.172+7.4784i,-11.772-2.1187i,2.4436-5.2079i,-47.687-53.091i,-80.299-17.237i,-7.0979+15.127i,4.6332-7.1217i,2.4311-7.9538i
3.0617+3.2473i,-1.1155-4.0886i,-1.8663+1.1342i,98.884-0.92654i,-51.529+72.765i,-7.5+4.5581i,7.0126+3.028i,0.43666-7.608i
4.4589-5.4154i,5.123+5.4238i,-9.949-0.39701i,-48.713+65.573i,43.298+68.076i,1.6717+0.066708i,-1.2009+8.9639i,-0.46204-9.0955i
13.446-7.7207i,-1.2243+15.389i,-12.134-8.7706i,12.869-77.528i,69.569-27.372i,9.0437+6.5368i,-9.639+3.7422i,0.66512-10.306i
19.367-0.28478i,-13.04+13.679i,-5.3934-14.374i,49.724+66.262i,-12.958-79.578i,5.849+15.589i,-8.0902-5.9206i,2.2998-9.6253i
14.776+8.0515i,-16.018+2.1364i,2.3889-10.341i,-68.193-33.346i,-89.432-11.582i,-3.7193+16.1i,1.2668-8.2485i,2.4433-7.7919i
5.1764+6.6631i,-6.1352-4.9829i,1.3983-1.3232i,101.31-32.628i,-49.422+84.138i,-8.0164+7.5855i,6.9652-0.72591i,1.0007-6.8543i
2.9242-3.4044i,4.7495+1.8792i,-8.0141+1.3906i,-27.139+87.623i,53.984+71.338i,-2.1344+0.37036i,2.364+7.2426i,-0.24673-7.6654i
11.938-9.896i,2.7958+15.36i,-14.934-6.5649i,-11.415-83.296i,73.62-36.271i,6.4854+2.851i,-6.5654+6.0693i,0.12766-8.9642i
22.023-4.1671i,-10.619+19.361i,-10.643-16.581i,78.971+58.216i,-23.757-87.608i,7.3998+11.529i,-8.8758-2.501i,1.5403-9.0094i
20.802+7.4421i,-19.65+8.6625i,0.25658-16.725i,-85.493-4.9219i,-103.53-4.7747i,-0.23964+15.621i,-1.9702-7.899i,2.2241-7.6644i
9.4155+10.477i,-12.893-3.7899i,4.4018-6.4159i,96.63-68.191i,-48.777+100.57i,-7.0109+10.219i,5.5774-3.7423i,1.3931-6.4493i
2.2534+0.22412i,1.974-1.854i,-4.3688+1.7627i,2.5568+108.95i,69.079+77.333i,-4.8548+1.9588i,4.7164+4.6432i,0.10424-6.6356i
9.6705-11.335i,6.4191+13.748i,-16.55-3.3976i,-42.062-85.046i,81.68-48.861i,3.3206+0.68171i,-3.1856+7.028i,-0.11185-7.7606i
24.274-9.3486i,-6.4588+25.015i,-17.352-17.459i,113.84+40.732i,-38.155-100.75i,7.4911+7.5373i,-8.3402+0.74366i,0.90954-8.2863i
28.681+5.0412i,-22.257+17.951i,-4.8293-24.279i,-98.201+35.296i,-126.07+4.2976i,2.7633+13.892i,-4.5894-6.3603i,1.8593-7.4856i
16.931+14.489i,-21.602+0.61404i,6.2196-15.147i,82.983-110.17i,-50.383+126.57i,-4.9257+11.996i,3.3062-5.7023i,1.5956-6.252i
3.4663+6.0892i,-4.2213-5.0139i,1.0575-0.71604i,45.655+131.06i,92.476+88.654i,-6.2728+4.2472i,5.7463+1.6821i,0.48481-5.9415i
6.8161-11.38i,8.8061+10.48i,-16.253+0.1496i,-84.335-80.122i,97.348-68.861i,0.12485-0.0011491i,-0.0012949+6.6911i,-0.12354-6.7385i
26.053-16.194i,-0.41526+30.657i,-25.608-16.66i,158.54+7.0479i,-59.848-124.88i,6.3299+4.118i,-6.726+3.3646i,0.44488-7.507i
39.499-0.26678i,-23.44+31.286i,-14.379-33.261i,-104+96.171i,-166.39+17.577i,4.8766+11.281i,-6.2609-4.0363i,1.4296-7.215i
30.174+18.419i,-33.117+10.394i,5.3158-29.558i,54.154-166.82i,-57.147+174.01i,-2.2783+12.668i,0.65304-6.469i,1.6205-6.1525i
8.7325+15.533i,-15.995-6.3029i,8.4089-8.7781i,118.16+157.44i,135.37+113.57i,-6.3837+6.6639i,5.524-1.1442i,0.81968-5.5114i
3.8056-8.644i,8.4387+5.3736i,-12.849+2.8853i,-154.39-59.714i,133.36-106.83i,-2.6053+0.58504i,2.5676+5.2963i,0.019121-5.9197i
27.24-25.504i,8.0302+36.583i,-35.846-13.701i,226.34-65.578i,-98.648-180.96i,4.2757+1.6343i,-4.4003+5.0557i,0.15652-6.7266i
55.388-11.075i,-22.211+51.643i,-31.585-44.268i,-94.684+211.64i,-258.09+37.506i,5.8816+8.2434i,-6.8359-1.3877i,1.0038-6.8457i
53.998+20.903i,-48.708+30.244i,-1.7999-53.314i,-22.835-270.63i,-84.737+287.28i,0.41196+12.203i,-1.8993-6.0884i,1.5011-6.0701i
22.632+29.977i,-36.81-2.5067i,16.816-27.291i,291.72+194.1i,247.22+194.28i,-5.3711+8.7167i,4.2782-3.4206i,1.0619-5.2713i
2.118+0.89925i,1.0996-2.2595i,-3.2964+1.5221i,-342.25+37.119i,276.82-212.77i,-4.5092+2.0821i,4.2329+3.2004i,0.24562-5.3057i
16.055-22.021i,12.096+24.735i,-29.018-4.4866i,349.77-349.73i,-164.99-441.46i,1.7732+0.27416i,-1.7926+5.6803i,0.032397-5.9957i
-36.1+14.432i,6.2399-38.497i,29.413+26.823i,27.68+668.24i,-653.86-89.895i,5.758+5.251i,-6.3465+1.1349i,0.6345-6.3941i
-781.4-155.58i,547.68-579.3i,194.48+776.4i,-1531.5-620.36i,-587.51+614.55i,2.6932+10.752i,-3.9469-4.7661i,1.2823-5.9514i
4031.3+3987.5i,-5527.4+1261.8i,1892.2-5339.8i,4288.2+3856.1i,111.74+979.03i,-3.5601+10.047i,2.3529-4.8615i,1.1902-5.1503i
-1817.8-8778.5i,8388.3+3164.4i,-7171.5+5387.3i,-493.15-7929.4i,840.09+585.91i,-5.3964+4.0538i,4.8672+0.81964i,0.49402-4.8794i
-1753.2+4373.9i,-2750.8-3825.5i,4701.2-274.35i,-3216+3885i,928.4-228.58i,-0.72083+0.042065i,0.67202+5.2737i,0.043934-5.354i
354.93-244.42i,16.398+430.66i,-372.5-217.1i,916.93-791.72i,348.3-721.81i,4.6622+2.7172i,-4.9822+3.1514i,0.35615-5.8914i
16.175-1.5328i,-9.5179+12.765i,-5.9747-12.147i,178.05+575.69i,-289.01-526.53i,4.2361+8.6121i,-5.2111-2.8234i,1.0128-5.7683i
-36.151-25.681i,39.598-21.292i,-6.2841+48.498i,-410.55-208.8i,-414.71+15.459i,-1.3556+10.462i,0.14984-5.3382i,1.2047-5.0856i
-7.976-23.885i,25.845+1.0866i,-19.72+22.72i,302.19-97.626i,-69.564+301.98i,-5.2552+6.0546i,4.5072-1.4343i,0.71532-4.6099i
-0.28998+12.137i,-7.1573-9.2702i,7.9601-2.2029i,-178.27+236.14i,250.29+132.39i,-2.8055+0.77637i,2.634+4.0216i,0.15233-4.8272i
-28.164+30.748i,-9.5775-40.416i,38.428+12.564i,-66.429-234.69i,207.25-168.06i,2.8844+0.94307i,-3.0466+4.4i,0.18424-5.375i
-52.349+11.421i,16.916-51.062i,34.221+43.3i,125.25+130.14i,-50.304-217.5i,4.8671+6.1584i,-5.5656-0.64008i,0.73883-5.5137i
-43.061-18.032i,36.278-30.204i,4.1845+50.4i,-207.02-8.7776i,-165.07-16.666i,0.82564+9.9444i,-1.934-4.8822i,1.1223-5.0269i
-13.498-22.532i,26.577-4.3781i,-14.984+27.223i,105.96-110.81i,-30.387+136.49i,-4.2348+7.6942i,3.3345-3.2135i,0.87616-4.4574i
1.9791-0.65259i,2.1469-1.4787i,-4.2798+2.2372i,-40.503+143.59i,134.63+63.363i,-4.1891+2.1898i,3.8462+2.2191i,0.315-4.425i
-10.252+18.95i,-8.3578-19.56i,19.209+2.011i,-86.372-112.78i,115.05-100.4i,0.7905+0.082758i,-0.90126+4.7644i,0.1173-4.8817i
-30.706+14.193i,3.9159-33.673i,26.51+21.892i,93.133+39.835i,-33.765-129.24i,4.5782+3.7808i,-5.0397+1.4065i,0.49801-5.1975i
-33.312-6.3491i,21.067-27.098i,10.735+35.388i,-124.59+33.164i,-100.86-6.2957i,2.6183+8.6315i,-3.5633-3.6661i,0.97083-4.9388i
-15.847-17.122i,22.247-8.8899i,-7.9945+26.648i,38.732-96.959i,-12.459+87.716i,-2.6069+8.6897i,1.6356-4.2795i,0.95947-4.3792i
0.44728-6.8062i,7.4947-0.22381i,-8.479+7.046i,7.6518+93.636i,93.336+35.444i,-4.7226+3.9245i,4.2008+0.21658i,0.49134-4.1426i
-2.0783+10.343i,-4.9785-8.906i,7.4135-0.79913i,-81.174-56.013i,74.563-74.115i,-1.2418+0.13386i,1.0937+4.2773i,0.14014-4.4422i
-17.545+13.684i,-1.6646-22.127i,19.329+10.029i,69.256+1.3644i,-29.089-88.545i,3.51+1.8211i,-3.7991+2.9981i,0.31663-4.841i
-25.753+0.68389i,11.398-23.426i,13.539+24.421i,-77.493+47.327i,-70.841+0.56897i,3.759+6.7803i,-4.5093-1.9643i,0.78298-4.8018i
-16.982-11.928i,17.687-11.889i,-1.972+24.669i,2.8678-80.452i,-2.7978+63.734i,-0.71116+8.8965i,-0.2504-4.5291i,0.96337-4.3346i
-2.2941-9.4119i,10.242-1.5332i,-8.6821+11.055i,28.361+59.128i,71.818+20.329i,-4.4084+5.6133i,3.7339-1.6381i,0.64742-3.9633i
1.2298+3.9809i,-1.3161-3.659i,0.18055-0.059646i,-70.311-22.838i,51.994-59.791i,-2.8826+0.95228i,2.6352+3.1028i,0.22827-4.0776i
-9.0237+11.601i,-3.5117-14.088i,12.787+3.4965i,49.704-18.25i,-26.713-65.003i,1.9158+0.52385i,-2.1085+3.9187i,0.20798-4.4709i
-19.32+4.9227i,5.0518-19.452i,13.906+15.923i,-45.541+50.705i,-53.225+4.88i,4.1169+4.7139i,-4.6743-0.10248i,0.59123-4.6107i
-16.98-7.0883i,13.175-13.504i,2.8608+21.56i,-18.668-63.274i,3.004+49.171i,1.1036+8.3171i,-1.9877-3.9987i,0.89844-4.2894i
-5.2089-9.8419i,11.166-3.7362i,-6.7577+13.846i,36.014+33.114i,58.338+10.885i,-3.3858+6.937i,2.6077-3.0532i,0.75919-3.8618i
1.8398-0.726i,1.9768-1.4904i,-3.9582+2.3232i,-57.639-2.0729i,37.668-50.544i,-3.8972+2.2874i,3.519+1.4995i,0.35274-3.7978i
-3.4588+8.6491i,-3.285-8.4308i,6.9792+0.38581i,33.136-28.271i,-24.987-49.575i,0.11071+0.00612i,-0.28142+4.0791i,0.17274-4.1147i
-13.624+7.1366i,1.0351-15.376i,12.515+9.3413i,-22.218+48.301i,-41.502+7.6756i,3.7024+2.7635i,-4.0959+1.5976i,0.42323-4.3727i
-15.908-2.7805i,8.9546-13.866i,6.3118+17.64i,-31.312-46.238i,6.7054+39.238i,2.5355+7.0862i,-3.2956-2.8465i,0.78401-4.2191i
-7.7364-8.7906i,10.731-6.0026i,-3.7637+15.223i,36.169+13.259i,48.891+4.4719i,-1.8963+7.6701i,1.0747-3.8333i,0.81385-3.8091i
0.85721-3.9658i,4.5498-1.2081i,-5.733+5.2605i,-44.747+10.769i,27.8-43.939i,-4.175+3.8309i,3.6637-0.22803i,0.48473-3.6012i
-0.10034+5.3234i,-1.9167-4.6503i,2.1544-0.33987i,19.034-32.483i,-23.478-38.656i,-1.5839+0.24987i,1.3729+3.5205i,0.20104-3.7959i
-8.6594+7.7459i,-1.1793-11.469i,9.9231+4.5451i,-4.9227+42.333i,-33.035+9.5236i,2.6521+1.2147i,-2.9296+2.8681i,0.29871-4.1037i
-13.928+0.77757i,5.2762-13.17i,8.2738+13.336i,-37.5-30.094i,9.147+31.955i,3.3733+5.437i,-3.9882-1.3178i,0.64387-4.1096i
-9.5338-6.7635i,9.3312-7.8571i,-0.46597+15.184i,31.807-1.4255i,41.749-0.10564i,-0.23655+7.7079i,-0.56907-3.903i,0.80974-3.7766i
-0.98844-5.8291i,6.2251-2.0411i,-5.6827+8.0164i,-32.545+18.056i,20.604-38.889i,-3.7362+5.2705i,3.1141-1.7807i,0.59955-3.4769i
1.4972+2.0445i,-0.045388-2.4292i,-1.4485+0.55877i,7.1823-32.833i,-22.053-30.53i,-2.8929+1.1159i,2.5986+2.3978i,0.27543-3.531i
-4.5533+7.0946i,-1.9833-7.9997i,6.6787+1.4782i,7.5408+34.14i,-26.556+10.733i,1.1966+0.26484i,-1.4142+3.5335i,0.22793-3.824i
-11.291+3.4014i,2.3434-11.674i,8.7799+9.1092i,-38.72-15.559i,10.785+26.346i,3.5228+3.6549i,-3.996+0.30078i,0.50214-3.9579i
-10.417-4.2085i,7.3475-9.0402i,2.5432+13.897i,24.898-11.549i,36.057-3.4651i,1.2944+7.0727i,-2.0343-3.309i,0.75469-3.7397i
-3.1382-6.4314i,6.9649-3.4151i,-4.3258+10.091i,-21.596+21.32i,15.131-34.829i,-2.718+6.3406i,2.0239-2.9125i,0.67944-3.407i
1.7021-0.83239i,1.8583-1.4806i,-3.6936+2.4191i,-2.5172-30.503i,-20.673-24.269i,-3.6278+2.376i,3.2298+0.9452i,0.37458-3.3281i
-1.4431+5.5335i,-1.7416-5.1825i,3.3095+0.020307i,15.829+24.733i,-21.385+11.482i,-0.38521-0.0023636i,0.17234+3.5314i,0.21162-3.5547i
-8.3094+4.9859i,0.276-9.6823i,8.0136+5.3901i,-36.149-3.2476i,11.889+21.869i,3.0127+2.0264i,-3.3679+1.7308i,0.37962-3.7697i
-10.344-1.5379i,5.1409-9.457i,4.8349+11.673i,16.896-17.67i,31.348-5.9597i,2.4438+5.8998i,-3.0848-2.2033i,0.66336-3.6806i
-5.1492-5.9568i,6.8495-4.8875i,-2.1911+11.195i,-12.226+21.688i,10.832-31.434i,-1.3429+6.8613i,0.62342-3.4659i,0.71499-3.3703i
0.88267-3.0358i,3.4581-1.5018i,-4.5885+4.6452i,-10.112-26.311i,-19.335-19.326i,-3.7112+3.757i,3.211-0.56653i,0.47693-3.1864i
0.5904+3.4325i,-0.81405-3.1482i,0.28197-0.058791i,20.415+14.98i,-17.132+11.876i,-1.8151+0.37845i,1.5615+2.9144i,0.2423-3.3139i
-5.3157+5.5293i,-0.90545-7.5054i,6.2861+2.5138i,-30.864+6.3955i,12.627+18.193i,1.9798+0.79176i,-2.2548+2.7462i,0.29127-3.5578i
-9.3995+0.88733i,3.0283-9.1437i,6.1543+8.9116i,8.8894-20.401i,27.353-7.8108i,3.043+4.4063i,-3.5711-0.81125i,0.55401-3.5891i
-6.6906-4.6618i,6.0502-6.133i,0.20682+11.234i,-4.5795+20.04i,7.3757-28.497i,0.12447+6.7608i,-0.82377-3.3909i,0.70527-3.3454i
-0.57937-4.3986i,4.5435-2.174i,-4.2896+6.7283i,-15.64-20.893i,-18.045-15.349i,-3.1805+4.9887i,2.5979-1.8773i,0.56381-3.0977i
1.5566+1.1616i,0.45554-1.9297i,-2.0448+0.90638i,21.759+5.6471i,-13.562+11.989i,-2.8618+1.2685i,2.5369+1.8328i,0.30651-3.1147i
-2.6238+5.1366i,-1.2761-5.4276i,3.9914+0.67996i,-23.896+13.14i,13.105+15.099i,0.63893+0.10885i,-0.87733+3.2062i,0.24475-3.3383i
-7.7726+2.7833i,1.2576-8.2355i,6.4249+6.0423i,1.6651-20.424i,23.907-9.1693i,3.0287+2.8484i,-3.449+0.61097i,0.44526-3.4638i
-7.5515-2.8552i,4.7962-6.9428i,2.4117+10.295i,1.3382+17.073i,4.5523-25.887i,1.4241+6.0794i,-2.0658-2.7458i,0.65673-3.3137i
-2.3057-4.8699i,5.0237-3.1826i,-3.078+8.2805i,-19.148-14.788i,-16.81-12.099i,-2.1737+5.848i,1.5407-2.7794i,0.62184-3.0484i
1.5638-0.94081i,1.7628-1.4661i,-3.4529+2.5119i,20.38-2.6092i,-10.528+11.875i,-3.3752+2.4554i,2.9661+0.50396i,0.38767-2.963i
-0.48891+4.0065i,-0.98997-3.6764i,1.5498-0.066608i,-16.209+16.991i,13.389+12.439i,-0.75911+0.032625i,0.51508+3.0729i,0.2403-3.1278i
-5.7255+3.966i,-0.0095998-6.9312i,5.7358+3.4619i,-4.2688-18.451i,20.903-10.146i,2.4463+1.4765i,-2.7793+1.8201i,0.3532-3.3097i
-7.647-0.86666i,3.3379-7.2209i,4.0699+8.605i,5.614+13.335i,2.227-23.515i,2.3432+4.9543i,-2.9033-1.6801i,0.58114-3.262i
-3.9509-4.5133i,4.9146-4.2443i,-1.3158+9.0617i,-20.725-8.4814i,-15.632-9.405i,-0.89915+6.1924i,0.25314-3.1476i,0.64417-3.022i
0.80963-2.6003i,2.8659-1.6188i,-3.8809+4.3351i,16.879-9.2684i,-7.9324+11.58i,-3.3062+3.6932i,2.8169-0.82888i,0.46897-2.8583i
0.9215+2.4044i,-0.25304-2.4016i,-0.65033+0.16927i,-8.6585+18.173i,13.519+10.108i,-1.9712+0.51309i,1.6873+2.4101i,0.27167-2.9406i
-3.5536+4.3645i,-0.70547-5.4561i,4.3096+1.4826i,-8.6531-15.183i,18.266-10.825i,1.4339+0.49329i,-1.7107+2.6252i,0.28926-3.1375i
-7.0126+0.99199i,1.9128-6.9737i,4.9628+6.4814i,8.3912+9.2501i,0.31036-21.325i,2.7485+3.5895i,-3.2183-0.40339i,0.49312-3.1832i
-5.234-3.4917i,4.3169-5.1313i,0.60775+8.9907i,-20.513-2.42i,-14.509-7.1418i,0.40412+5.9783i,-1.0273-2.9551i,0.63063-3.0017i
-0.44403-3.6333i,3.6028-2.198i,-3.4169+5.9888i,11.926-13.979i,-5.709+11.143i,-2.7076+4.7457i,2.1561-1.9379i,0.53595-2.7937i
1.5447+0.62639i,0.70824-1.6665i,-2.3036+1.1596i,-1.9393+17.103i,13.519+8.0349i,-2.8024+1.4106i,2.4567+1.3663i,0.32789-2.7869i
-1.5442+4.0204i,-0.85093-4.0271i,2.4561+0.29529i,-11.44-11.251i,15.94-11.276i,0.19375+0.023294i,-0.44956+2.916i,0.25906-2.9604i
-5.7874+2.4624i,0.71517-6.2894i,5.021+4.2777i,9.8398+5.1385i,-1.2597-19.283i,2.6032+2.2178i,-2.989+0.85261i,0.40748-3.0766i
-5.9641-2.0392i,3.3889-5.6893i,2.3324+8.1362i,-18.724+2.9932i,-13.433-5.2175i,1.5082+5.261i,-2.08-2.271i,0.58687-2.9735i
-1.9055-3.9624i,3.8973-2.9922i,-2.2712+7.1691i,6.2212-16.58i,-3.8064+10.603i,-1.7187+5.4252i,1.1321-2.6478i,0.57837-2.7582i
1.4247-1.0404i,1.6784-1.4516i,-3.2233+2.596i,3.4476+14.328i,13.401+6.1697i,-3.1352+2.525i,2.7199+0.14496i,0.39558-2.671i
0.061518+3.0734i,-0.54016-2.8233i,0.51735-0.047751i,-12.747-7.1851i,13.876-11.553i,-1.0463+0.096577i,0.77842+2.6757i,0.26228-2.7917i
-4.1847+3.3684i,-0.12338-5.3122i,4.317+2.3245i,10.138+1.2437i,-2.5295-17.37i,1.9668+1.0591i,-2.2871+1.8746i,0.33688-2.9472i
-6.0556-0.42489i,2.3145-5.8452i,3.5753+6.6889i,-15.648+7.4134i,-12.393-3.5648i,2.234+4.1795i,-2.7369-1.2433i,0.52277-2.9271i
-3.2915-3.6178i,3.7559-3.7994i,-0.73353+7.6894i,0.44816-17.109i,-2.1822+9.9917i,-0.53623+5.6212i,-0.054669-2.8619i,0.59129-2.7385i
0.69999-2.3549i,2.4796-1.6679i,-3.3572+4.1423i,7.2162+10.465i,13.174+4.4815i,-2.9445+3.6332i,2.4654-1.0335i,0.46126-2.5922i
1.099+1.7347i,0.082606-1.966i,-1.1875+0.3722i,-12.802-3.3879i,12.033-11.697i,-2.073+0.64972i,1.7668+1.9789i,0.29337-2.643i
